event,time,magnitude,e_magnitude,band,ra,dec,source,refs
1998bw,51047.31,16.83,,V,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51051.29,17.46,0.03,B,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51051.29,17.46,,B,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51051.29,16.92,0.02,V,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51051.29,16.92,,V,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51051.3,17.48,0.03,B,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51051.3,17.48,,B,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51051.3,17.56,0.03,B,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51051.3,17.56,,B,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51051.3,16.3,0.03,I,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51051.3,16.3,,I,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51061.2,17.57,0.06,B,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51061.2,17.57,,B,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51061.2,16.47,0.03,I,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51061.2,16.47,,I,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51061.2,17.08,0.04,V,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51061.2,17.08,,V,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51062.26,17.57,0.15,B,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51062.26,17.57,,B,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51062.26,16.85,0.15,V,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51062.26,16.85,,V,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51062.26,16.92,0.15,V,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51062.26,16.92,,V,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51063.25,17.73,0.04,B,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51063.25,17.73,,B,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51063.25,16.5,0.03,I,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51063.25,16.5,,I,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51063.25,17.13,0.03,V,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51063.25,17.13,,V,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51064.26,17.61,0.13,B,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51064.26,17.61,,B,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51064.26,16.75,0.27,I,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51064.26,16.75,,I,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51064.26,17.28,0.18,V,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51064.26,17.28,,V,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51068.0,16.78,0.05,I,,,"2000ApJ...537L.127S,SUSPECT","[{'name': 'Sollerman et al. (2000)', 'url': 'https://ui.adsabs.harvard.edu/abs/2000ApJ...537L.127S/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51068.0,17.06,0.05,R,,,"2000ApJ...537L.127S,SUSPECT","[{'name': 'Sollerman et al. (2000)', 'url': 'https://ui.adsabs.harvard.edu/abs/2000ApJ...537L.127S/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51068.0,17.34,0.05,V,,,"2000ApJ...537L.127S,SUSPECT","[{'name': 'Sollerman et al. (2000)', 'url': 'https://ui.adsabs.harvard.edu/abs/2000ApJ...537L.127S/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51068.5,16.77,,I,,,"2002A&A...386..944S,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Sollerman et al. (2002)', 'url': 'https://ui.adsabs.harvard.edu/abs/2002A&A...386..944S/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51068.5,17.06,,R,,,"2002A&A...386..944S,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Sollerman et al. (2002)', 'url': 'https://ui.adsabs.harvard.edu/abs/2002A&A...386..944S/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51068.5,17.38,,V,,,"2002A&A...386..944S,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Sollerman et al. (2002)', 'url': 'https://ui.adsabs.harvard.edu/abs/2002A&A...386..944S/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51069.0,16.78,,I,,,"2000ApJ...537L.127S,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Sollerman et al. (2000)', 'url': 'https://ui.adsabs.harvard.edu/abs/2000ApJ...537L.127S/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51069.0,17.06,,R,,,"2000ApJ...537L.127S,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Sollerman et al. (2000)', 'url': 'https://ui.adsabs.harvard.edu/abs/2000ApJ...537L.127S/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51069.0,17.34,,V,,,"2000ApJ...537L.127S,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Sollerman et al. (2000)', 'url': 'https://ui.adsabs.harvard.edu/abs/2000ApJ...537L.127S/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51069.23,17.82,0.03,B,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51069.23,17.82,,B,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51069.23,16.61,0.03,I,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51069.23,16.61,,I,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51069.23,17.27,0.02,V,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51069.23,17.27,,V,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51070.23,17.8,0.03,B,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51070.23,17.8,,B,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51070.23,16.63,0.03,I,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51070.23,16.63,,I,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51070.23,17.27,0.02,V,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51070.23,17.27,,V,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51071.26,17.82,0.04,B,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51071.26,17.82,,B,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51071.26,16.63,0.03,I,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51071.26,16.63,,I,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51071.26,17.27,0.03,V,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51071.26,17.27,,V,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51073.22,17.25,0.03,V,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51073.22,17.25,,V,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51073.23,16.64,0.03,I,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51073.23,16.64,,I,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51073.23,17.33,0.03,V,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51073.23,17.33,,V,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51076.2,17.38,0.03,V,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51076.2,17.38,,V,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51076.21,16.73,0.03,I,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51076.21,16.73,,I,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51076.21,17.38,0.03,V,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51076.21,17.38,,V,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51079.23,17.88,0.03,B,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51079.23,17.88,,B,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51079.23,16.7,0.03,I,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51079.23,16.7,,I,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51079.23,17.44,0.03,V,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51079.23,17.44,,V,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51093.12,18.17,0.04,B,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51093.12,18.17,,B,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
