event,time,magnitude,e_magnitude,band
SN2006aj,53784.4997,17.626,0.07,B
SN2006aj,53784.5023,17.657,0.07,B
SN2006aj,53784.5049,17.666,0.07,B
SN2006aj,53784.5534,15.963,0.077,UVW1
SN2006aj,53784.556,15.906,0.068,UVW1
SN2006aj,53784.5587,15.846,0.067,UVW1
SN2006aj,53784.5613,15.844,0.067,UVW1
SN2006aj,53784.564,16.307,0.062,U
SN2006aj,53784.5666,16.264,0.062,U
SN2006aj,53784.5693,16.337,0.063,U
SN2006aj,53784.5719,16.344,0.063,U
SN2006aj,53784.5746,17.62,0.069,B
SN2006aj,53784.5772,17.696,0.071,B
SN2006aj,53784.5798,17.704,0.071,B
SN2006aj,53784.5821,17.652,0.078,B
SN2006aj,53784.6204,15.732,0.074,UVM2
SN2006aj,53784.623,15.707,0.074,UVM2
SN2006aj,53784.6256,15.663,0.073,UVM2
SN2006aj,53784.6283,15.822,0.076,UVM2
SN2006aj,53784.6309,15.821,0.067,UVW1
SN2006aj,53784.6336,15.783,0.067,UVW1
SN2006aj,53784.6362,15.823,0.067,UVW1
SN2006aj,53784.6388,15.843,0.067,UVW1
SN2006aj,53784.6415,16.361,0.063,U
SN2006aj,53784.6441,16.316,0.062,U
SN2006aj,53784.6468,16.32,0.062,U
SN2006aj,53784.649,16.315,0.066,U
SN2006aj,53784.6873,15.621,0.078,UVW2
SN2006aj,53784.69,15.582,0.078,UVW2
SN2006aj,53784.6926,15.595,0.078,UVW2
SN2006aj,53784.6952,15.675,0.078,UVW2
SN2006aj,53784.6979,17.61,0.109,V
SN2006aj,53784.7005,17.962,0.137,V
SN2006aj,53784.7032,17.711,0.116,V
SN2006aj,53784.7058,17.642,0.111,V
SN2006aj,53784.7085,15.747,0.075,UVM2
SN2006aj,53784.7111,15.683,0.074,UVM2
SN2006aj,53784.7137,15.714,0.074,UVM2
SN2006aj,53784.716,15.812,0.083,UVM2
SN2006aj,53784.7543,17.723,0.079,B
SN2006aj,53784.7569,17.75,0.077,B
SN2006aj,53784.7595,17.696,0.073,B
SN2006aj,53784.7622,17.777,0.074,B
SN2006aj,53784.7754,15.737,0.079,UVW2
SN2006aj,53784.7781,15.721,0.079,UVW2
SN2006aj,53784.7807,15.789,0.079,UVW2
SN2006aj,53784.7829,15.69,0.082,UVW2
SN2006aj,53784.8212,16.403,0.065,U
SN2006aj,53784.8239,16.336,0.063,U
SN2006aj,53784.8265,16.365,0.063,U
SN2006aj,53784.8291,16.415,0.064,U
SN2006aj,53784.8318,17.705,0.072,B
SN2006aj,53784.8344,17.664,0.07,B
SN2006aj,53784.8371,17.625,0.089,B
SN2006aj,53784.8397,17.685,0.071,B
SN2006aj,53784.8882,15.908,0.068,UVW1
SN2006aj,53784.8908,15.956,0.069,UVW1
SN2006aj,53784.8934,15.951,0.069,UVW1
SN2006aj,53784.8961,15.914,0.068,UVW1
SN2006aj,53784.8987,16.386,0.063,U
SN2006aj,53784.9014,16.476,0.064,U
SN2006aj,53784.904,16.426,0.064,U
SN2006aj,53784.9061,16.477,0.073,U
SN2006aj,53784.9565,17.842,0.084,B
SN2006aj,53784.9592,17.664,0.073,B
SN2006aj,53784.9618,17.639,0.071,B
SN2006aj,53784.9644,17.688,0.071,B
SN2006aj,53785.0235,16.024,0.082,UVW2
SN2006aj,53785.0261,16.021,0.082,UVW2
SN2006aj,53785.0287,16.063,0.082,UVW2
SN2006aj,53785.0314,16.057,0.082,UVW2
SN2006aj,53785.034,17.872,0.128,V
SN2006aj,53785.0367,17.912,0.13,V
SN2006aj,53785.0393,17.778,0.121,V
SN2006aj,53785.0419,17.785,0.121,V
SN2006aj,53785.044,15.952,0.09,UVM2
SN2006aj,53785.089,17.892,0.085,B
SN2006aj,53785.0917,17.804,0.079,B
SN2006aj,53785.0943,17.839,0.077,B
SN2006aj,53785.097,17.913,0.078,B
SN2006aj,53785.1102,16.248,0.084,UVW2
SN2006aj,53785.1128,16.272,0.085,UVW2
SN2006aj,53785.1142,16.248,0.22,UVW2
SN2006aj,53785.156,16.667,0.069,U
SN2006aj,53785.1586,16.624,0.067,U
SN2006aj,53785.1613,16.674,0.067,U
SN2006aj,53785.1639,16.651,0.066,U
SN2006aj,53785.1666,17.855,0.075,B
SN2006aj,53785.1692,17.935,0.078,B
SN2006aj,53785.1718,17.856,0.076,B
SN2006aj,53785.1745,17.909,0.077,B
SN2006aj,53785.2229,16.326,0.086,UVW2
SN2006aj,53785.2256,16.438,0.088,UVW2
SN2006aj,53785.2282,16.413,0.087,UVW2
SN2006aj,53785.2309,16.381,0.086,UVW2
SN2006aj,53785.2335,17.88,0.128,V
SN2006aj,53785.2362,17.854,0.127,V
SN2006aj,53785.2388,17.811,0.124,V
SN2006aj,53785.2414,17.877,0.129,V
SN2006aj,53785.2441,16.194,0.082,UVM2
SN2006aj,53785.2467,16.164,0.082,UVM2
SN2006aj,53785.2494,16.221,0.083,UVM2
SN2006aj,53785.2516,16.232,0.093,UVM2
SN2006aj,53785.2899,17.926,0.086,B
SN2006aj,53785.2925,18.05,0.089,B
SN2006aj,53785.2952,18.089,0.088,B
SN2006aj,53785.2978,17.921,0.078,B
SN2006aj,53785.311,16.52,0.089,UVW2
SN2006aj,53785.3137,16.627,0.091,UVW2
SN2006aj,53785.3163,16.502,0.088,UVW2
SN2006aj,53785.3185,16.596,0.098,UVW2
SN2006aj,53785.4908,16.574,0.091,UVM2
SN2006aj,53785.4934,16.636,0.093,UVM2
SN2006aj,53785.496,16.696,0.095,UVM2
SN2006aj,53785.4987,16.636,0.093,UVM2
SN2006aj,53785.5013,16.476,0.076,UVW1
SN2006aj,53785.504,16.546,0.077,UVW1
SN2006aj,53785.5066,16.514,0.077,UVW1
SN2006aj,53785.5092,16.545,0.078,UVW1
SN2006aj,53785.5119,17.001,0.072,U
SN2006aj,53785.5145,17.042,0.072,U
SN2006aj,53785.5172,16.956,0.071,U
SN2006aj,53785.5194,17.018,0.079,U
SN2006aj,53785.5577,16.954,0.098,UVW2
SN2006aj,53785.5603,16.948,0.098,UVW2
SN2006aj,53785.563,16.921,0.097,UVW2
SN2006aj,53785.5656,17.042,0.1,UVW2
SN2006aj,53785.5683,18.048,0.143,V
SN2006aj,53785.5709,18.118,0.15,V
SN2006aj,53785.5736,18.018,0.141,V
SN2006aj,53785.5762,18.433,0.188,V
SN2006aj,53785.5789,16.687,0.094,UVM2
SN2006aj,53785.5815,16.757,0.097,UVM2
SN2006aj,53785.5841,16.694,0.095,UVM2
SN2006aj,53785.5863,16.699,0.108,UVM2
SN2006aj,53785.6247,18.42,0.114,B
SN2006aj,53785.6273,18.213,0.095,B
SN2006aj,53785.63,18.432,0.103,B
SN2006aj,53785.6326,18.293,0.093,B
SN2006aj,53785.6458,17.281,0.107,UVW2
SN2006aj,53785.6485,17.208,0.104,UVW2
SN2006aj,53785.6511,17.205,0.104,UVW2
SN2006aj,53785.6533,17.414,0.126,UVW2
SN2006aj,53785.6916,17.137,0.079,U
SN2006aj,53785.6943,17.209,0.079,U
SN2006aj,53785.6969,17.172,0.077,U
SN2006aj,53785.6995,17.171,0.075,U
SN2006aj,53785.7022,18.256,0.09,B
SN2006aj,53785.7048,18.354,0.095,B
SN2006aj,53785.7075,18.308,0.093,B
SN2006aj,53785.7092,18.128,0.133,B
SN2006aj,53787.3019,18.399,0.08,V
SN2006aj,53787.314,18.616,0.065,B
SN2006aj,53787.6092,20.494,0.233,UVW2
SN2006aj,53787.6435,20.935,0.365,UVM2
SN2006aj,53787.6469,18.905,0.1,UVW1
SN2006aj,53787.6489,17.751,0.071,U
SN2006aj,53788.11683,18.438,0.05,B
SN2006aj,53788.119,17.95,0.023,V
SN2006aj,53788.12585,18.476,0.054,B
SN2006aj,53788.12746,18.079,0.046,V
SN2006aj,53788.128,17.972,0.022,V
SN2006aj,53788.13423,18.191,0.036,r'
SN2006aj,53788.13543,18.197,0.041,r'
SN2006aj,53788.13681,18.466,0.062,B
SN2006aj,53788.139,17.917,0.022,V
SN2006aj,53788.145,18.352,0.058,B
SN2006aj,53788.147,18.01,0.023,V
SN2006aj,53788.15325,18.431,0.046,B
SN2006aj,53788.155,17.975,0.022,V
SN2006aj,53788.16,17.831,0.146,H
SN2006aj,53788.16,17.565,0.017,J
SN2006aj,53788.16,17.183,0.12,Ks
SN2006aj,53788.16171,18.445,0.045,B
SN2006aj,53788.164,17.921,0.022,V
SN2006aj,53788.16733,18.039,0.078,U
SN2006aj,53788.17013,18.168,0.032,r'
SN2006aj,53788.17218,18.205,0.029,r'
SN2006aj,53788.17395,18.439,0.043,B
SN2006aj,53788.176,17.957,0.022,V
SN2006aj,53788.182,18.523,0.05,B
SN2006aj,53788.184,17.941,0.022,V
SN2006aj,53788.19072,18.39,0.042,B
SN2006aj,53788.193,17.916,0.022,V
SN2006aj,53788.20154,18.127,0.031,r'
SN2006aj,53789.13,17.801,0.028,V
SN2006aj,53789.1342,18.311,0.036,B
SN2006aj,53789.5158,20.569,0.26,UVW2
SN2006aj,53789.519,17.918,0.093,V
SN2006aj,53789.5211,20.86,,UVM2
SN2006aj,53789.524,19.137,0.126,UVW1
SN2006aj,53789.5259,17.658,0.074,U
SN2006aj,53789.5269,18.333,0.078,B
SN2006aj,53790.11067,17.722,0.03,V
SN2006aj,53790.112,17.697,0.025,V
SN2006aj,53790.11307,17.797,0.034,r'
SN2006aj,53790.11465,17.774,0.024,i'
SN2006aj,53790.11632,18.166,0.028,B
SN2006aj,53790.12301,17.995,0.047,U
SN2006aj,53790.12778,17.74,0.024,V
SN2006aj,53790.129,17.645,0.024,V
SN2006aj,53790.13016,17.744,0.02,r'
SN2006aj,53790.13178,17.818,0.027,i'
SN2006aj,53790.133,17.348,0.078,H
SN2006aj,53790.133,17.204,0.026,J
SN2006aj,53790.133,16.714,0.094,Ks
SN2006aj,53790.13346,18.147,0.028,B
SN2006aj,53790.13652,17.982,0.057,U
SN2006aj,53791.12,16.999,0.061,H
SN2006aj,53791.12,17.047,0.175,J
SN2006aj,53791.1203,17.631,0.019,V
SN2006aj,53791.122,17.54,0.024,V
SN2006aj,53791.12338,17.634,0.017,r'
SN2006aj,53791.12569,17.653,0.018,i'
SN2006aj,53791.12809,18.091,0.026,B
SN2006aj,53791.13345,17.654,0.021,V
SN2006aj,53791.135,17.561,0.024,V
SN2006aj,53791.13654,17.6,0.016,r'
SN2006aj,53791.13885,17.635,0.019,i'
SN2006aj,53791.14125,18.081,0.021,B
SN2006aj,53791.5257,20.61,0.246,UVW2
SN2006aj,53791.5287,17.611,0.07,V
SN2006aj,53791.531,20.99,0.355,UVM2
SN2006aj,53791.534,19.158,0.105,UVW1
SN2006aj,53791.5358,17.722,0.069,U
SN2006aj,53791.537,18.093,0.064,B
SN2006aj,53792.12275,17.547,0.026,V
SN2006aj,53792.123,16.855,0.069,H
SN2006aj,53792.123,17.17,0.023,J
SN2006aj,53792.123,16.406,0.145,Ks
SN2006aj,53792.124,17.462,0.026,V
SN2006aj,53792.13052,18.004,0.043,B
SN2006aj,53792.13554,17.595,0.023,V
SN2006aj,53792.137,17.506,0.027,V
SN2006aj,53792.13863,17.555,0.027,r'
SN2006aj,53792.14333,18.157,0.041,B
SN2006aj,53793.12,16.752,0.047,H
SN2006aj,53793.12,16.922,0.014,J
SN2006aj,53793.12,16.393,0.08,Ks
SN2006aj,53793.12243,17.546,0.018,V
SN2006aj,53793.124,17.458,0.023,V
SN2006aj,53793.12552,17.496,0.017,r'
SN2006aj,53793.12781,17.525,0.022,i'
SN2006aj,53793.1302,18.074,0.025,B
SN2006aj,53793.13649,17.513,0.018,V
SN2006aj,53793.138,17.425,0.023,V
SN2006aj,53793.13958,17.497,0.017,r'
SN2006aj,53793.14191,17.546,0.019,i'
SN2006aj,53793.14429,18.118,0.028,B
SN2006aj,53793.5384,20.376,0.29,UVW2
SN2006aj,53793.5389,17.537,0.1,V
SN2006aj,53793.5393,20.46,,UVM2
SN2006aj,53793.5398,19.059,0.158,UVW1
SN2006aj,53793.5401,17.795,0.091,U
SN2006aj,53793.5402,18.099,0.087,B
SN2006aj,53794.115,17.442,0.023,V
SN2006aj,53794.1192,17.48,0.034,r'
SN2006aj,53794.12153,17.495,0.08,i'
SN2006aj,53794.14173,17.534,0.033,i'
SN2006aj,53794.14412,18.083,0.066,B
SN2006aj,53796.11329,17.458,0.019,i'
SN2006aj,53796.117,17.524,0.027,V
SN2006aj,53796.11875,18.599,0.112,U
SN2006aj,53796.12616,18.301,0.043,B
SN2006aj,53797.11198,17.485,0.017,r'
SN2006aj,53797.11431,17.457,0.019,i'
SN2006aj,53797.11672,17.593,0.021,V
SN2006aj,53797.118,17.507,0.025,V
SN2006aj,53797.11978,18.679,0.054,U
SN2006aj,53797.12719,18.386,0.033,B
SN2006aj,53797.2119,21.029,0.403,UVW2
SN2006aj,53797.2164,20.947,,UVM2
SN2006aj,53797.2209,20.042,0.191,UVW1
SN2006aj,53797.2264,17.698,0.073,V
SN2006aj,53797.2301,18.412,0.082,U
SN2006aj,53797.2337,18.421,0.068,B
SN2006aj,53798.145,16.635,0.037,H
SN2006aj,53798.145,16.879,0.018,J
SN2006aj,53798.145,16.769,0.08,Ks
SN2006aj,53798.1483,17.656,0.025,V
SN2006aj,53798.15,17.539,0.034,V
SN2006aj,53798.15362,17.519,0.025,r'
SN2006aj,53798.15591,17.47,0.024,i'
SN2006aj,53798.15831,18.656,0.059,B
SN2006aj,53798.16206,18.738,0.058,U
SN2006aj,53803.161,17.981,0.074,V
SN2006aj,53803.174,17.983,0.082,V
SN2006aj,53803.1922,17.914,0.134,V
SN2006aj,53803.4249,18.102,0.098,V
SN2006aj,53803.4258,20.999,,UVM2
SN2006aj,53803.4274,20.618,0.309,UVW1
SN2006aj,53803.4284,19.426,0.156,U
SN2006aj,53803.4289,19.351,0.126,B
SN2006aj,53803.4841,21.197,,UVW2
SN2006aj,53804.5199,21.209,,UVW2
SN2006aj,53804.5227,18.228,0.106,V
SN2006aj,53804.5254,21.022,,UVM2
SN2006aj,53804.5284,20.883,,UVW1
SN2006aj,53804.5301,20.027,0.248,U
SN2006aj,53804.5312,19.646,0.158,B
SN2006aj,53805.1106,17.796,0.061,i'
SN2006aj,53805.114,18.167,0.105,V
SN2006aj,53805.2689,18.271,0.101,V
SN2006aj,53805.2707,19.803,0.192,U
SN2006aj,53805.2725,19.473,0.117,B
SN2006aj,53806.5209,21.268,,UVW2
SN2006aj,53806.5254,21.195,,UVM2
SN2006aj,53806.5296,20.738,0.271,UVW1
SN2006aj,53807.10538,18.134,0.057,r'
SN2006aj,53807.1077,17.844,0.041,i'
SN2006aj,53807.111,18.513,0.133,V
SN2006aj,53807.12058,19.902,0.341,B
SN2006aj,53808.10686,18.23,0.052,r'
SN2006aj,53808.10917,18.0,0.051,i'
SN2006aj,53808.11157,18.756,0.107,V
SN2006aj,53808.12201,19.88,0.387,B
SN2006aj,53808.5394,21.106,,UVW2
SN2006aj,53808.5434,18.562,0.15,V
SN2006aj,53808.5466,20.872,,UVM2
SN2006aj,53808.5506,20.704,,UVW1
SN2006aj,53808.5531,20.139,0.314,U
SN2006aj,53808.5546,19.901,0.217,B
SN2006aj,53809.09959,18.877,0.15,V
SN2006aj,53809.10495,18.203,0.053,r'
SN2006aj,53809.10728,18.088,0.064,i'
SN2006aj,53809.12296,18.019,0.097,i'
SN2006aj,53809.1391,18.564,0.14,V
SN2006aj,53809.1431,20.33,0.334,U
SN2006aj,53809.1467,20.169,0.24,B
SN2006aj,53810.10539,18.097,0.038,i'
SN2006aj,53810.11451,18.401,0.045,r'
SN2006aj,53810.11683,18.069,0.039,i'
SN2006aj,53810.1433,18.431,0.128,V
SN2006aj,53810.1473,20.238,0.311,U
SN2006aj,53810.1509,20.19,0.247,B
SN2006aj,53811.3789,18.807,0.171,V
SN2006aj,53811.385,20.459,,U
SN2006aj,53811.3907,19.821,0.175,B
SN2006aj,53812.3511,19.062,0.177,V
SN2006aj,53812.3578,20.658,,U
SN2006aj,53812.364,20.383,0.233,B
SN2006aj,53813.11037,18.516,0.059,r'
SN2006aj,53813.1127,18.266,0.045,i'
SN2006aj,53815.1304,19.409,0.218,V
SN2006aj,53815.1367,20.722,,U
SN2006aj,53815.1411,20.689,0.367,B
SN2006aj,53816.5671,19.475,0.243,V
SN2006aj,53816.573,20.587,0.356,U
SN2006aj,53816.5788,20.013,0.179,B
SN2006aj,53817.11058,18.777,0.067,r'
SN2006aj,53817.11534,19.361,0.108,V
SN2006aj,53817.12579,20.725,0.273,B
SN2006aj,53818.12613,18.54,0.223,i'
SN2006aj,53818.5164,19.302,0.26,V
SN2006aj,53820.11977,19.046,0.07,r'
SN2006aj,53820.12208,18.979,0.068,i'
SN2006aj,53820.1998,20.126,,V
SN2006aj,53941.9928,19.499,,V
