event,time,magnitude,e_magnitude,band
SN2003dh,52727.5373976,12.63,0.026,R
SN2003dh,52727.5376476,12.624,0.02,R
SN2003dh,52727.5381376,12.622,0.021,R
SN2003dh,52727.5386376,12.628,0.021,R
SN2003dh,52727.5391476,12.641,0.022,R
SN2003dh,52727.5393976,12.651,0.022,R
SN2003dh,52727.5396476,12.648,0.022,R
SN2003dh,52727.5399076,12.646,0.022,R
SN2003dh,52727.5401176,12.628,0.022,R
SN2003dh,52727.5404276,12.664,0.02,R
SN2003dh,52727.5406876,12.673,0.021,R
SN2003dh,52727.5410376,12.667,0.022,R
SN2003dh,52727.5412076,12.676,0.022,R
SN2003dh,52727.5415076,12.682,0.022,R
SN2003dh,52727.5416276,12.663,0.022,R
SN2003dh,52727.5419976,12.691,0.021,R
SN2003dh,52727.5425376,12.696,0.023,R
SN2003dh,52727.5428976,12.721,0.022,R
SN2003dh,52727.5430776,12.7,0.023,R
SN2003dh,52727.5433476,12.696,0.02,R
SN2003dh,52727.5438976,12.689,0.02,R
SN2003dh,52727.5441676,12.713,0.021,R
SN2003dh,52727.5447276,12.725,0.021,R
SN2003dh,52727.5450076,12.714,0.026,R
SN2003dh,52727.5455676,12.735,0.022,R
SN2003dh,52727.5459876,12.746,0.022,R
SN2003dh,52727.5461376,12.735,0.028,R
SN2003dh,52727.5464176,12.76,0.021,R
SN2003dh,52727.5467076,12.744,0.022,R
SN2003dh,52727.5469976,12.744,0.022,R
SN2003dh,52727.5472876,12.778,0.027,R
SN2003dh,52727.5475776,12.783,0.022,R
SN2003dh,52727.5479876,12.735,0.022,R
SN2003dh,52727.5481676,12.771,0.025,R
SN2003dh,52727.5484576,12.79,0.022,R
SN2003dh,52727.5490576,12.779,0.028,R
SN2003dh,52727.5493576,12.797,0.021,R
SN2003dh,52727.5496576,12.808,0.031,R
SN2003dh,52727.5499576,12.809,0.021,R
SN2003dh,52727.5502576,12.834,0.028,R
SN2003dh,52727.5505676,12.813,0.024,R
SN2003dh,52727.5508676,12.827,0.029,R
SN2003dh,52727.5511776,12.834,0.028,R
SN2003dh,52727.5514876,12.824,0.026,R
SN2003dh,52727.5517976,12.825,0.03,R
SN2003dh,52727.5521076,12.861,0.021,R
SN2003dh,52727.5524276,12.826,0.025,R
SN2003dh,52727.5527376,12.817,0.03,R
SN2003dh,52727.5530576,12.821,0.022,R
SN2003dh,52727.5533776,12.826,0.034,R
SN2003dh,52727.5536876,12.848,0.02,R
SN2003dh,52727.5540176,12.84,0.025,R
SN2003dh,52727.5543376,12.828,0.03,R
SN2003dh,52727.5549876,12.839,0.026,R
SN2003dh,52727.5553076,12.852,0.021,R
SN2003dh,52727.5556376,12.882,0.027,R
SN2003dh,52727.5562976,12.859,0.031,R
SN2003dh,52727.5566276,12.891,0.05,R
SN2003dh,52727.5569676,12.866,0.023,R
SN2003dh,52727.5573076,12.852,0.031,R
SN2003dh,52727.5576376,12.876,0.028,R
SN2003dh,52727.5579776,12.876,0.023,R
SN2003dh,52727.5583176,12.888,0.028,R
SN2003dh,52727.5586576,12.884,0.021,R
SN2003dh,52727.5590076,12.945,0.031,R
SN2003dh,52727.5593476,12.9,0.023,R
SN2003dh,52727.5596976,12.874,0.021,R
SN2003dh,52727.5600476,12.895,0.023,R
SN2003dh,52727.5607476,12.897,0.022,R
SN2003dh,52727.5610976,12.896,0.026,R
SN2003dh,52727.5614576,12.871,0.023,R
SN2003dh,52727.5618176,12.924,0.021,R
SN2003dh,52727.5621676,12.932,0.03,R
SN2003dh,52727.5625276,12.907,0.021,R
SN2003dh,52727.5627876,12.952,0.022,R
SN2003dh,52727.5632576,12.935,0.022,R
SN2003dh,52727.5636176,12.925,0.022,R
SN2003dh,52727.5639876,12.925,0.021,R
SN2003dh,52727.5641776,12.971,0.022,R
SN2003dh,52727.5647276,12.96,0.026,R
SN2003dh,52727.5650976,12.976,0.02,R
SN2003dh,52727.5654676,12.959,0.021,R
SN2003dh,52727.5658476,12.971,0.027,R
SN2003dh,52727.5662276,12.964,0.022,R
SN2003dh,52727.5665976,12.977,0.022,R
SN2003dh,52727.5669476,13.011,0.022,R
SN2003dh,52727.5673676,12.993,0.026,R
SN2003dh,52727.5677476,12.994,0.028,R
SN2003dh,52727.5681376,12.996,0.021,R
SN2003dh,52727.5685176,13.01,0.034,R
SN2003dh,52727.5691276,12.972,0.022,R
SN2003dh,52727.5696976,13.014,0.026,R
SN2003dh,52727.5700876,13.022,0.03,R
SN2003dh,52727.5704876,12.999,0.025,R
SN2003dh,52727.5708876,13.052,0.023,R
SN2003dh,52727.5716876,13.039,0.021,R
SN2003dh,52727.5720876,13.067,0.039,R
SN2003dh,52727.5724976,13.057,0.024,R
SN2003dh,52727.5729076,13.045,0.021,R
SN2003dh,52727.5733176,13.031,0.022,R
SN2003dh,52727.5737376,13.022,0.022,R
SN2003dh,52727.5741376,13.06,0.028,R
SN2003dh,52727.5745476,13.048,0.033,R
SN2003dh,52727.5749676,13.054,0.022,R
SN2003dh,52727.5753876,13.068,0.021,R
SN2003dh,52727.5758076,13.066,0.028,R
SN2003dh,52727.5762276,13.082,0.021,R
SN2003dh,52727.5766576,13.068,0.02,R
SN2003dh,52727.5770776,13.082,0.028,R
SN2003dh,52727.5775076,13.096,0.02,R
SN2003dh,52727.5779376,13.111,0.02,R
SN2003dh,52727.5788076,13.113,0.032,R
SN2003dh,52727.5792476,13.155,0.039,R
SN2003dh,52727.5796876,13.118,0.022,R
SN2003dh,52727.5801276,13.118,0.021,R
SN2003dh,52727.5805676,13.12,0.029,R
SN2003dh,52727.5810176,13.149,0.022,R
SN2003dh,52727.5814576,13.127,0.022,R
SN2003dh,52727.5819076,13.151,0.025,R
SN2003dh,52727.5823576,13.142,0.023,R
SN2003dh,52727.5828176,13.15,0.02,R
SN2003dh,52727.5832676,13.171,0.022,R
SN2003dh,52727.5837276,13.17,0.024,R
SN2003dh,52727.5841876,13.16,0.03,R
SN2003dh,52727.5846476,13.182,0.022,R
SN2003dh,52727.5851076,13.155,0.022,R
SN2003dh,52727.5855776,13.159,0.022,R
SN2003dh,52727.5860476,13.224,0.042,R
SN2003dh,52727.5865176,13.19,0.027,R
SN2003dh,52727.5869876,13.169,0.028,R
SN2003dh,52727.5874576,13.208,0.02,R
SN2003dh,52727.5879376,13.178,0.021,R
SN2003dh,52727.5884176,13.195,0.022,R
SN2003dh,52727.5888976,13.195,0.031,R
SN2003dh,52727.5893776,13.238,0.026,R
SN2003dh,52727.5898976,13.226,0.022,R
SN2003dh,52727.5903576,13.233,0.02,R
SN2003dh,52727.5908476,13.183,0.021,R
SN2003dh,52727.5913376,13.253,0.023,R
SN2003dh,52727.5918276,13.226,0.021,R
SN2003dh,52727.5923276,13.278,0.026,R
SN2003dh,52727.5928276,13.248,0.021,R
SN2003dh,52727.5933276,13.252,0.022,R
SN2003dh,52727.5938276,13.272,0.021,R
SN2003dh,52727.5943376,13.268,0.028,R
SN2003dh,52727.5948476,13.244,0.02,R
SN2003dh,52727.5953576,13.29,0.022,R
SN2003dh,52727.5958676,13.24,0.02,R
SN2003dh,52727.5963876,13.275,0.034,R
SN2003dh,52727.5969076,13.292,0.022,R
SN2003dh,52727.5974276,13.308,0.022,R
SN2003dh,52727.5979476,13.325,0.041,R
SN2003dh,52727.5984676,13.322,0.022,R
SN2003dh,52727.5989976,13.351,0.026,R
SN2003dh,52727.5995276,13.34,0.021,R
SN2003dh,52727.6000576,13.305,0.021,R
SN2003dh,52727.6005976,13.322,0.022,R
SN2003dh,52727.6011376,13.284,0.032,R
SN2003dh,52727.6016676,13.327,0.021,R
SN2003dh,52727.6022176,13.299,0.02,R
SN2003dh,52727.6027576,13.326,0.021,R
SN2003dh,52727.6033076,13.333,0.023,R
SN2003dh,52727.6038576,13.351,0.021,R
SN2003dh,52727.6044076,13.346,0.026,R
SN2003dh,52727.6049676,13.363,0.021,R
SN2003dh,52727.6055176,13.387,0.021,R
SN2003dh,52727.6060776,13.38,0.027,R
SN2003dh,52727.6066476,13.376,0.022,R
SN2003dh,52727.6072076,13.359,0.021,R
SN2003dh,52727.6077776,13.405,0.024,R
SN2003dh,52727.6083476,13.352,0.025,R
SN2003dh,52727.6089176,13.421,0.025,R
SN2003dh,52727.6094976,13.369,0.022,R
SN2003dh,52727.6100776,13.353,0.021,R
SN2003dh,52727.6106576,13.378,0.025,R
SN2003dh,52727.6112376,13.446,0.02,R
SN2003dh,52727.6118276,13.449,0.028,R
SN2003dh,52727.6124176,13.39,0.021,R
SN2003dh,52727.6130076,13.421,0.023,R
SN2003dh,52727.6135976,13.427,0.027,R
SN2003dh,52727.6141976,13.418,0.023,R
SN2003dh,52727.6147976,13.402,0.022,R
SN2003dh,52727.6153976,13.451,0.028,R
SN2003dh,52727.6160076,13.413,0.022,R
SN2003dh,52727.6166176,13.439,0.028,R
SN2003dh,52727.6172276,13.48,0.022,R
SN2003dh,52727.6178376,13.433,0.02,R
SN2003dh,52727.6184576,13.456,0.025,R
SN2003dh,52727.6190776,13.458,0.022,R
SN2003dh,52727.6196976,13.451,0.028,R
SN2003dh,52727.6203276,13.466,0.02,R
SN2003dh,52727.6209576,13.495,0.024,R
SN2003dh,52727.6215876,13.478,0.021,R
SN2003dh,52727.6222176,13.509,0.025,R
SN2003dh,52727.6228576,13.491,0.023,R
SN2003dh,52727.6234976,13.52,0.025,R
SN2003dh,52727.6241376,13.532,0.027,R
SN2003dh,52727.6247876,13.538,0.024,R
SN2003dh,52727.6254376,13.549,0.023,R
SN2003dh,52727.6260876,13.521,0.022,R
SN2003dh,52727.6267376,13.526,0.04,R
SN2003dh,52727.6273976,13.539,0.021,R
SN2003dh,52727.6280576,13.569,0.033,R
SN2003dh,52727.6287276,13.497,0.021,R
SN2003dh,52727.6293876,13.557,0.022,R
SN2003dh,52727.6300576,13.574,0.021,R
SN2003dh,52727.6307376,13.58,0.025,R
SN2003dh,52727.6314076,13.55,0.023,R
SN2003dh,52727.6320876,13.572,0.028,R
SN2003dh,52727.6327776,13.592,0.035,R
SN2003dh,52727.6334576,13.59,0.028,R
SN2003dh,52727.6341476,13.588,0.026,R
SN2003dh,52727.6348376,13.59,0.033,R
SN2003dh,52727.6355376,13.589,0.031,R
SN2003dh,52727.6362376,13.59,0.023,R
SN2003dh,52727.6369376,13.6,0.023,R
SN2003dh,52727.6376376,13.662,0.026,R
SN2003dh,52727.6383476,13.615,0.025,R
SN2003dh,52727.6390576,13.618,0.026,R
SN2003dh,52727.6397776,13.627,0.044,R
SN2003dh,52727.6404976,13.613,0.022,R
SN2003dh,52727.6412176,13.646,0.029,R
SN2003dh,52727.6419376,13.643,0.025,R
SN2003dh,52727.6426676,13.647,0.034,R
SN2003dh,52727.6433976,13.663,0.024,R
SN2003dh,52727.6441376,13.685,0.026,R
SN2003dh,52727.6448776,13.643,0.03,R
SN2003dh,52727.6456176,13.639,0.026,R
SN2003dh,52727.6463576,13.653,0.032,R
SN2003dh,52727.6471076,13.66,0.023,R
SN2003dh,52727.6478576,13.689,0.025,R
SN2003dh,52727.6486176,13.669,0.035,R
SN2003dh,52727.6493776,13.69,0.022,R
SN2003dh,52727.6501376,13.688,0.027,R
SN2003dh,52727.6508976,13.696,0.025,R
SN2003dh,52727.6516676,13.675,0.025,R
SN2003dh,52727.6524476,13.686,0.029,R
SN2003dh,52727.6532176,13.717,0.021,R
SN2003dh,52727.6539976,13.694,0.025,R
SN2003dh,52727.6547876,13.692,0.025,R
SN2003dh,52727.6555676,13.723,0.021,R
SN2003dh,52727.6563676,13.721,0.026,R
SN2003dh,52727.6571576,13.733,0.026,R
SN2003dh,52727.6579576,13.732,0.024,R
SN2003dh,52727.6587576,13.714,0.033,R
SN2003dh,52727.6595676,13.726,0.026,R
SN2003dh,52727.6603776,13.754,0.029,R
SN2003dh,52727.6611876,13.703,0.023,R
SN2003dh,52727.6620076,13.716,0.024,R
SN2003dh,52727.6628276,13.719,0.03,R
SN2003dh,52727.6636476,13.732,0.024,R
SN2003dh,52727.6644776,13.735,0.021,R
SN2003dh,52727.6653076,13.74,0.022,R
SN2003dh,52727.6661476,13.704,0.024,R
SN2003dh,52727.6669876,13.71,0.028,R
SN2003dh,52727.6678276,13.747,0.031,R
SN2003dh,52727.6686776,13.74,0.025,R
SN2003dh,52727.6695276,13.733,0.031,R
SN2003dh,52727.6703876,13.794,0.022,R
SN2003dh,52727.6712376,13.799,0.027,R
SN2003dh,52727.6721076,13.776,0.021,R
SN2003dh,52727.6729776,13.768,0.022,R
SN2003dh,52727.6738476,13.788,0.022,R
SN2003dh,52727.6747176,13.797,0.032,R
SN2003dh,52727.6755976,13.747,0.025,R
SN2003dh,52727.6764876,13.81,0.031,R
SN2003dh,52727.6773676,13.775,0.031,R
SN2003dh,52727.6782576,13.788,0.026,R
SN2003dh,52727.6791576,13.801,0.028,R
SN2003dh,52727.6800576,13.802,0.023,R
SN2003dh,52727.6809576,13.791,0.036,R
SN2003dh,52727.6818676,13.801,0.025,R
SN2003dh,52727.6827876,13.83,0.026,R
SN2003dh,52727.6836976,13.788,0.034,R
SN2003dh,52727.6846176,13.796,0.025,R
SN2003dh,52727.6855476,13.825,0.028,R
SN2003dh,52727.6864776,13.839,0.03,R
SN2003dh,52727.6874076,13.857,0.031,R
SN2003dh,52727.6883476,13.833,0.028,R
SN2003dh,52727.6892876,13.831,0.021,R
SN2003dh,52727.6902376,13.849,0.023,R
SN2003dh,52727.6911876,13.833,0.026,R
SN2003dh,52727.6921376,13.81,0.021,R
SN2003dh,52727.6930976,13.898,0.022,R
SN2003dh,52727.6940676,13.857,0.022,R
SN2003dh,52727.6950376,13.826,0.032,R
SN2003dh,52727.6960076,13.857,0.056,R
SN2003dh,52727.6969876,13.896,0.022,R
SN2003dh,52727.6979676,13.859,0.021,R
SN2003dh,52727.6989576,13.844,0.022,R
SN2003dh,52727.6999476,13.859,0.029,R
SN2003dh,52727.7009376,13.846,0.023,R
SN2003dh,52727.7019376,13.869,0.028,R
SN2003dh,52727.7029476,13.883,0.031,R
SN2003dh,52727.7039576,13.897,0.027,R
SN2003dh,52727.7049676,13.881,0.026,R
SN2003dh,52727.7059876,13.878,0.025,R
SN2003dh,52727.7070176,13.89,0.029,R
SN2003dh,52727.7080376,13.969,0.028,R
SN2003dh,52727.7090776,13.944,0.023,R
SN2003dh,52727.7101176,13.982,0.02,R
SN2003dh,52727.7111576,13.944,0.021,R
SN2003dh,52727.7122076,13.972,0.03,R
SN2003dh,52727.7132576,13.917,0.026,R
SN2003dh,52727.7143176,13.945,0.042,R
SN2003dh,52727.7153776,14.015,0.035,R
SN2003dh,52727.7164476,13.917,0.021,R
SN2003dh,52727.7175176,13.926,0.031,R
SN2003dh,52727.7185876,14.001,0.026,R
SN2003dh,52727.7196776,13.977,0.025,R
SN2003dh,52727.7198495,13.965,0.021,R
SN2003dh,52727.7207576,14.043,0.038,R
SN2003dh,52727.7218576,13.984,0.021,R
SN2003dh,52727.7229476,13.933,0.032,R
SN2003dh,52727.7233912,13.987,0.021,R
SN2003dh,52727.7240476,13.999,0.022,R
SN2003dh,52727.7251576,14.013,0.026,R
SN2003dh,52727.7262676,14.021,0.035,R
SN2003dh,52727.7265856,14.001,0.02,R
SN2003dh,52727.7273876,13.961,0.038,R
SN2003dh,52727.7285076,14.023,0.031,R
SN2003dh,52727.7296376,14.034,0.062,R
SN2003dh,52727.7307676,14.034,0.043,R
SN2003dh,52727.7319076,14.069,0.026,R
SN2003dh,52727.7330476,14.012,0.027,R
SN2003dh,52727.7341976,14.011,0.031,R
SN2003dh,52727.7353576,14.052,0.025,R
SN2003dh,52727.7365176,14.017,0.021,R
SN2003dh,52727.7373148,14.671,0.026,B
SN2003dh,52727.7376776,14.027,0.021,R
SN2003dh,52727.7388476,14.059,0.031,R
SN2003dh,52727.7400276,14.037,0.029,R
SN2003dh,52727.7412076,14.077,0.021,R
SN2003dh,52727.7423976,14.075,0.03,R
SN2003dh,52727.7424892,14.078,0.022,R
SN2003dh,52727.7429977,14.065,0.02,R
SN2003dh,52727.7430726,14.659,0.037,B
SN2003dh,52727.7435876,14.042,0.025,R
SN2003dh,52727.7436559,14.408,0.025,V
SN2003dh,52727.7441976,13.581,0.05,I
SN2003dh,52727.7447776,14.082,0.028,R
SN2003dh,52727.7447809,14.061,0.022,R
SN2003dh,52727.7453226,14.665,0.037,B
SN2003dh,52727.7459059,14.376,0.025,V
SN2003dh,52727.7459876,14.092,0.022,R
SN2003dh,52727.7461343,14.07,0.02,R
SN2003dh,52727.7464476,13.575,0.05,I
SN2003dh,52727.7470726,14.075,0.022,R
SN2003dh,52727.7471876,14.075,0.025,R
SN2003dh,52727.7476559,14.672,0.038,B
SN2003dh,52727.7481976,14.392,0.025,V
SN2003dh,52727.7484076,14.087,0.04,R
SN2003dh,52727.7487809,13.602,0.05,I
SN2003dh,52727.7492824,14.096,0.02,R
SN2003dh,52727.7493226,14.097,0.022,R
SN2003dh,52727.7496276,14.079,0.023,R
SN2003dh,52727.7499059,14.685,0.037,B
SN2003dh,52727.7504892,14.414,0.025,V
SN2003dh,52727.7508476,14.132,0.034,R
SN2003dh,52727.7510309,13.619,0.05,I
SN2003dh,52727.7516142,14.096,0.022,R
SN2003dh,52727.7520776,14.105,0.027,R
SN2003dh,52727.7521559,14.644,0.037,B
SN2003dh,52727.7527392,14.445,0.025,V
SN2003dh,52727.7532809,13.623,0.05,I
SN2003dh,52727.7533176,14.122,0.034,R
SN2003dh,52727.7533565,14.096,0.02,R
SN2003dh,52727.7538642,14.105,0.022,R
SN2003dh,52727.7544059,14.717,0.036,B
SN2003dh,52727.7545576,14.129,0.023,R
SN2003dh,52727.7549892,14.423,0.025,V
SN2003dh,52727.7555309,13.618,0.05,I
SN2003dh,52727.7558076,14.135,0.031,R
SN2003dh,52727.7561142,14.116,0.022,R
SN2003dh,52727.7563773,14.448,0.022,V
SN2003dh,52727.7566559,14.735,0.036,B
SN2003dh,52727.7570576,14.099,0.028,R
SN2003dh,52727.7572392,14.451,0.025,V
SN2003dh,52727.7577809,13.641,0.05,I
SN2003dh,52727.7583642,14.121,0.022,R
SN2003dh,52727.7589476,14.746,0.037,B
SN2003dh,52727.7594892,14.486,0.025,V
SN2003dh,52727.7600726,13.637,0.05,I
SN2003dh,52727.7606142,14.14,0.022,R
SN2003dh,52727.7607986,14.739,0.03,B
SN2003dh,52727.7611559,14.709,0.038,B
SN2003dh,52727.7617392,14.457,0.025,V
SN2003dh,52727.7622809,13.657,0.051,I
SN2003dh,52727.7628642,14.138,0.022,R
SN2003dh,52727.7634059,14.69,0.037,B
SN2003dh,52727.7639892,14.505,0.024,V
SN2003dh,52727.7645309,13.661,0.051,I
SN2003dh,52727.7651142,14.159,0.022,R
SN2003dh,52727.7654977,14.147,0.05,R
SN2003dh,52727.7656976,14.72,0.036,B
SN2003dh,52727.7662392,14.487,0.024,V
SN2003dh,52727.7667809,13.688,0.051,I
SN2003dh,52727.7673642,14.176,0.022,R
SN2003dh,52727.7679059,14.752,0.037,B
SN2003dh,52727.7684143,14.144,0.087,R
SN2003dh,52727.7684892,14.488,0.025,V
SN2003dh,52727.7690309,13.696,0.051,I
SN2003dh,52727.7696142,14.183,0.022,R
SN2003dh,52727.7701559,14.778,0.038,B
SN2003dh,52727.7707392,14.483,0.025,V
SN2003dh,52727.7712809,13.704,0.051,I
SN2003dh,52727.7718642,14.193,0.022,R
SN2003dh,52727.7724059,14.735,0.038,B
SN2003dh,52727.7729892,14.526,0.025,V
SN2003dh,52727.7735309,13.71,0.051,I
SN2003dh,52727.7744892,14.217,0.023,R
SN2003dh,52727.7748642,14.77,0.059,B
SN2003dh,52727.7752392,14.535,0.028,V
SN2003dh,52727.7756559,13.739,0.051,I
SN2003dh,52727.7760309,14.201,0.023,R
SN2003dh,52727.7764059,14.782,0.048,B
SN2003dh,52727.7768226,14.537,0.029,V
SN2003dh,52727.7771976,13.735,0.051,I
SN2003dh,52727.7775726,14.211,0.023,R
SN2003dh,52727.7779892,14.8,0.048,B
SN2003dh,52727.7783642,14.515,0.029,V
SN2003dh,52727.7787392,13.736,0.051,I
SN2003dh,52727.7791559,14.205,0.023,R
SN2003dh,52727.7794444,14.246,0.037,R
SN2003dh,52727.7795726,14.815,0.048,B
SN2003dh,52727.7799892,14.534,0.028,V
SN2003dh,52727.7803642,13.733,0.051,I
SN2003dh,52727.7807392,14.221,0.023,R
SN2003dh,52727.7811559,14.768,0.051,B
SN2003dh,52727.7815309,14.577,0.028,V
SN2003dh,52727.7819059,13.747,0.051,I
SN2003dh,52727.7822809,14.249,0.023,R
SN2003dh,52727.7826976,14.803,0.051,B
SN2003dh,52727.7830093,14.231,0.028,R
SN2003dh,52727.7830726,14.552,0.029,V
SN2003dh,52727.7834892,13.765,0.051,I
SN2003dh,52727.7838642,14.234,0.023,R
SN2003dh,52727.7842392,14.791,0.049,B
SN2003dh,52727.7846559,14.569,0.028,V
SN2003dh,52727.7850309,13.76,0.051,I
SN2003dh,52727.7854059,14.247,0.023,R
SN2003dh,52727.7858226,14.825,0.049,B
SN2003dh,52727.7861976,14.582,0.028,V
SN2003dh,52727.786331,14.23,0.028,R
SN2003dh,52727.7866142,13.747,0.051,I
SN2003dh,52727.7869892,14.256,0.023,R
SN2003dh,52727.7877392,14.607,0.028,V
SN2003dh,52727.7881559,13.767,0.051,I
SN2003dh,52727.7885309,14.272,0.023,R
SN2003dh,52727.7889476,14.809,0.051,B
SN2003dh,52727.7893226,14.61,0.028,V
SN2003dh,52727.7896976,13.789,0.051,I
SN2003dh,52727.7901142,14.289,0.023,R
SN2003dh,52727.7904892,14.865,0.048,B
SN2003dh,52727.7908642,14.616,0.029,V
SN2003dh,52727.7912809,13.773,0.051,I
SN2003dh,52727.7916559,14.272,0.023,R
SN2003dh,52727.7920309,14.867,0.054,B
SN2003dh,52727.7924476,14.589,0.029,V
SN2003dh,52727.7928226,13.788,0.051,I
SN2003dh,52727.7931976,14.293,0.023,R
SN2003dh,52727.7936142,14.861,0.048,B
SN2003dh,52727.7938657,14.934,0.034,B
SN2003dh,52727.7939892,14.619,0.029,V
SN2003dh,52727.7943642,13.82,0.051,I
SN2003dh,52727.7947809,14.292,0.023,R
SN2003dh,52727.7951976,14.932,0.048,B
SN2003dh,52727.7955726,14.605,0.03,V
SN2003dh,52727.7959892,13.803,0.051,I
SN2003dh,52727.7963642,14.291,0.023,R
SN2003dh,52727.7967392,14.886,0.056,B
SN2003dh,52727.7971559,14.637,0.029,V
SN2003dh,52727.7975309,13.82,0.051,I
SN2003dh,52727.7979059,14.294,0.023,R
SN2003dh,52727.7981019,14.629,0.023,V
SN2003dh,52727.7983226,14.928,0.051,B
SN2003dh,52727.7986976,14.654,0.028,V
SN2003dh,52727.7991142,13.82,0.051,I
SN2003dh,52727.7994892,14.324,0.023,R
SN2003dh,52727.7998642,14.878,0.053,B
SN2003dh,52727.8002392,14.664,0.028,V
SN2003dh,52727.8006559,13.823,0.051,I
SN2003dh,52727.8010309,14.328,0.023,R
SN2003dh,52727.8014059,14.929,0.049,B
SN2003dh,52727.8018226,14.683,0.028,V
SN2003dh,52727.8021976,13.857,0.051,I
SN2003dh,52727.8026142,14.319,0.023,R
SN2003dh,52727.8029892,14.891,0.051,B
SN2003dh,52727.8033642,14.641,0.029,V
SN2003dh,52727.8037809,13.839,0.051,I
SN2003dh,52727.8041559,14.314,0.023,R
SN2003dh,52727.8045726,14.888,0.051,B
SN2003dh,52727.8049476,14.659,0.029,V
SN2003dh,52727.8053226,13.843,0.051,I
SN2003dh,52727.8057392,14.341,0.023,R
SN2003dh,52727.8061142,14.882,0.05,B
SN2003dh,52727.8064892,14.665,0.029,V
SN2003dh,52727.8069059,13.833,0.051,I
SN2003dh,52727.8070602,14.355,0.022,R
SN2003dh,52727.8072809,14.352,0.023,R
SN2003dh,52727.8076559,14.824,0.054,B
SN2003dh,52727.8080309,14.7,0.029,V
SN2003dh,52727.8084476,13.865,0.051,I
SN2003dh,52727.8088226,14.349,0.023,R
SN2003dh,52727.8092392,14.95,0.05,B
SN2003dh,52727.8096142,14.704,0.028,V
SN2003dh,52727.8099892,13.855,0.051,I
SN2003dh,52727.8104059,14.34,0.023,R
SN2003dh,52727.8107809,14.925,0.051,B
SN2003dh,52727.8111343,14.359,0.02,R
SN2003dh,52727.8111976,14.67,0.029,V
SN2003dh,52727.8115726,13.86,0.051,I
SN2003dh,52727.8119476,14.356,0.023,R
SN2003dh,52727.8123642,14.912,0.051,B
SN2003dh,52727.8127392,14.685,0.029,V
SN2003dh,52727.8131142,13.863,0.051,I
SN2003dh,52727.8135309,14.388,0.023,R
SN2003dh,52727.8139059,14.965,0.05,B
SN2003dh,52727.8141551,14.369,0.021,R
SN2003dh,52727.8142809,14.671,0.029,V
SN2003dh,52727.8146976,13.884,0.051,I
SN2003dh,52727.8150726,14.385,0.023,R
SN2003dh,52727.8158642,14.724,0.03,V
SN2003dh,52727.8162392,13.878,0.051,I
SN2003dh,52727.8166142,14.373,0.023,R
SN2003dh,52727.8170309,14.932,0.052,B
SN2003dh,52727.8172569,14.374,0.02,R
SN2003dh,52727.8174059,14.727,0.028,V
SN2003dh,52727.8177809,13.88,0.051,I
SN2003dh,52727.8181976,14.355,0.023,R
SN2003dh,52727.8189476,14.729,0.03,V
SN2003dh,52727.8193642,13.893,0.051,I
SN2003dh,52727.8197392,14.383,0.023,R
SN2003dh,52727.8201142,14.954,0.053,B
SN2003dh,52727.8205309,14.694,0.029,V
SN2003dh,52727.8209059,13.897,0.051,I
SN2003dh,52727.8212809,14.398,0.023,R
SN2003dh,52727.8216976,14.911,0.053,B
SN2003dh,52727.8220726,14.722,0.028,V
SN2003dh,52727.8224892,13.897,0.051,I
SN2003dh,52727.8228642,14.38,0.023,R
SN2003dh,52727.8232392,14.957,0.048,B
SN2003dh,52727.8236559,14.719,0.028,V
SN2003dh,52727.8238194,14.397,0.02,R
SN2003dh,52727.8240309,13.896,0.051,I
SN2003dh,52727.8244059,14.412,0.023,R
SN2003dh,52727.8251976,14.74,0.029,V
SN2003dh,52727.8255726,13.918,0.051,I
SN2003dh,52727.8259476,14.395,0.023,R
SN2003dh,52727.8263642,14.931,0.05,B
SN2003dh,52727.8267392,14.759,0.028,V
SN2003dh,52727.8271142,13.909,0.051,I
SN2003dh,52727.8274892,14.419,0.023,R
SN2003dh,52727.8276852,14.418,0.02,R
SN2003dh,52727.8279059,15.055,0.048,B
SN2003dh,52727.8282809,14.719,0.029,V
SN2003dh,52727.8286976,13.922,0.051,I
SN2003dh,52727.8305555,14.419,0.02,R
SN2003dh,52727.8334143,14.429,0.021,R
SN2003dh,52727.8362732,14.459,0.021,R
SN2003dh,52727.8391319,14.457,0.026,R
SN2003dh,52727.8420023,14.476,0.025,R
SN2003dh,52727.8448611,14.485,0.023,R
SN2003dh,52727.8478819,14.829,0.023,V
SN2003dh,52727.8492392,14.515,0.023,R
SN2003dh,52727.8496142,15.036,0.052,B
SN2003dh,52727.8499892,14.835,0.028,V
SN2003dh,52727.8504059,14.022,0.051,I
SN2003dh,52727.8507809,14.49,0.023,R
SN2003dh,52727.8511559,15.102,0.051,B
SN2003dh,52727.8515726,14.812,0.03,V
SN2003dh,52727.8519476,14.046,0.051,I
SN2003dh,52727.8523642,14.522,0.023,R
SN2003dh,52727.8527315,15.123,0.026,B
SN2003dh,52727.8527392,15.054,0.048,B
SN2003dh,52727.8531142,14.82,0.028,V
SN2003dh,52727.8535309,14.038,0.051,I
SN2003dh,52727.8539059,14.526,0.023,R
SN2003dh,52727.8543226,15.08,0.051,B
SN2003dh,52727.8546976,14.86,0.028,V
SN2003dh,52727.8550726,14.044,0.051,I
SN2003dh,52727.8554892,14.509,0.023,R
