 ! Swift/XRT lightcurve of trigger: 416135, name: GRB 100316D
 ! T0 for this burst is Swift MET=290436296. s, = 2010 Mar 16 at 12:44:50.381 UT

 ! Data covers 0.3-10 keV
 ! The data are in 5 columns: ";
 ! time, time error (+ve), time error (-ve), source flux, source error
 ! For a detailed description of light curve production, see Evans et al. 2007 (A&A, 469, 379 )
 ! For a detailed description of the file, see
 ! http://www.swift.ac.uk/xrt_curves/docs.php
 ! This lightcurve was obtained from http://www.swift.ac.uk/xrt_curves/00416135
 ! BINMODE: GRB-like (counts)

READ TERR 1 2
! WTSLEW data
!Time       T_+ve       T_-ve       Flux        Fluxpos     Fluxneg
310.117 0.750   -0.649  2.4775492e-09   3.769457468e-10 -3.769765503e-10
311.528 0.581   -0.661  2.789870964e-09 4.244932847e-10 -4.245224634e-10
312.638 0.607   -0.530  3.047501283e-09 4.637134518e-10 -4.637414119e-10
314.035 0.815   -0.789  2.159308425e-09 3.286499885e-10 -3.28653712e-10
315.385 0.603   -0.535  2.960175053e-09 4.679875559e-10 -4.680136881e-10
316.848 0.696   -0.859  2.167663282e-09 3.426569831e-10 -3.426834538e-10
318.172 0.633   -0.628  2.791602053e-09 4.168562508e-10 -4.168787272e-10
319.632 0.940   -0.827  1.964771121e-09 2.989283345e-10 -2.989528419e-10
321.507 0.908   -0.935  1.883225794e-09 2.865799899e-10 -2.865925821e-10
323.056 0.676   -0.641  2.674656396e-09 3.993840317e-10 -3.994073205e-10
324.373 0.659   -0.642  2.707586353e-09 4.043283658e-10 -4.043467125e-10
325.704 0.680   -0.672  2.551011824e-09 4.033042002e-10 -4.03326135e-10
327.210 0.868   -0.826  2.141449165e-09 3.197183275e-10 -3.197456106e-10
328.790 0.596   -0.712  2.734116629e-09 4.159965285e-10 -4.160275351e-10
330.047 0.664   -0.661  2.736453633e-09 4.085873051e-10 -4.086156714e-10
331.526 0.607   -0.815  2.442312704e-09 3.860901212e-10 -3.861166596e-10
332.787 0.689   -0.654  2.700211115e-09 4.03148761e-10  -4.031817986e-10
333.989 0.577   -0.513  3.325707663e-09 4.96596425e-10  -4.966260099e-10
335.312 0.692   -0.746  2.486973717e-09 3.783419916e-10 -3.783797682e-10
336.813 0.690   -0.809  2.414890142e-09 3.605419014e-10 -3.605729757e-10
338.159 0.739   -0.656  2.596640947e-09 3.87596717e-10  -3.876445809e-10
339.402 0.548   -0.503  3.444576677e-09 5.142632816e-10 -5.143093176e-10
340.816 0.824   -0.866  2.081747243e-09 3.227803985e-10 -3.228120821e-10
342.314 0.659   -0.674  2.679176048e-09 4.075732268e-10 -4.076155393e-10
343.478 0.672   -0.505  3.075143193e-09 4.590034951e-10 -4.590634096e-10
344.917 0.757   -0.766  2.344278365e-09 3.565991211e-10 -3.56640892e-10
346.653 0.834   -0.979  1.969655676e-09 2.940402591e-10 -2.940706564e-10
348.297 0.759   -0.811  2.217504022e-09 3.373495739e-10 -3.373828823e-10
349.662 0.838   -0.606  2.443544167e-09 3.648512095e-10 -3.648768001e-10
351.057 0.607   -0.556  2.947326947e-09 4.570958445e-10 -4.571211643e-10
352.401 0.824   -0.738  2.25984631e-09  3.374508531e-10 -3.374692675e-10
353.883 0.786   -0.657  2.411639865e-09 3.668843082e-10 -3.669203923e-10
355.314 0.680   -0.645  2.663282796e-09 3.975810453e-10 -3.976235609e-10
356.628 0.576   -0.634  2.8762345e-09   4.376044729e-10 -4.376399477e-10
357.723 0.643   -0.519  3.034269318e-09 4.530097433e-10 -4.530495509e-10
359.159 0.748   -0.793  2.254930613e-09 3.430788895e-10 -3.431062403e-10
360.874 0.740   -0.968  2.004695842e-09 3.108836806e-10 -3.109048707e-10
362.366 0.946   -0.752  1.958056635e-09 3.156141504e-10 -3.156324294e-10
364.096 0.640   -0.784  2.476290657e-09 3.69721209e-10  -3.697506585e-10
365.364 0.526   -0.629  3.008941394e-09 4.57781307e-10  -4.578209792e-10
366.670 0.487   -0.780  2.782392822e-09 4.153775474e-10 -4.154191152e-10
367.780 0.699   -0.623  2.628101814e-09 3.998127081e-10 -3.998523803e-10
369.171 0.654   -0.693  2.61658469e-09  3.90637801e-10  -3.906744267e-10
370.430 0.712   -0.605  2.638509335e-09 4.014353417e-10 -4.014679731e-10
372.044 0.744   -0.902  2.141355739e-09 3.197268577e-10 -3.197498757e-10
373.594 0.706   -0.806  2.330299669e-09 3.479438115e-10 -3.47967845e-10
374.943 0.568   -0.643  2.9085951e-09   4.342883915e-10 -4.343187888e-10
376.633 0.889   -1.122  1.652853526e-09 2.664144617e-10 -2.664307774e-10
378.275 0.788   -0.753  2.287576907e-09 3.415650498e-10 -3.415886094e-10
379.940 0.958   -0.878  1.893349652e-09 2.880955221e-10 -2.881128533e-10
381.631 0.644   -0.733  2.524438897e-09 3.841360284e-10 -3.841567446e-10
383.046 0.783   -0.771  2.270555096e-09 3.390366579e-10 -3.390575095e-10
384.547 0.833   -0.718  2.24072783e-09  3.409231861e-10 -3.40949386e-10
386.193 0.539   -0.813  2.49652551e-09  3.946141605e-10 -3.946497707e-10
387.301 0.511   -0.569  3.125797687e-09 4.940520559e-10 -4.9410168e-10
388.589 0.650   -0.776  2.471563843e-09 3.689247862e-10 -3.689706868e-10
389.813 0.601   -0.574  2.943022581e-09 4.476450599e-10 -4.477030111e-10
391.068 0.722   -0.655  2.544398888e-09 3.797530627e-10 -3.798077643e-10
392.827 0.970   -1.037  1.696077268e-09 2.629152518e-10 -2.629524191e-10
394.391 0.545   -0.594  3.145570149e-09 4.643320267e-10 -4.644050073e-10
395.675 0.470   -0.739  2.896174181e-09 4.3223065e-10   -4.322971314e-10
396.995 0.568   -0.850  2.470974176e-09 3.68773409e-10  -3.688300739e-10
398.305 0.753   -0.741  2.311035634e-09 3.51497723e-10  -3.515466024e-10
399.619 0.684   -0.561  2.774681792e-09 4.220527674e-10 -4.221052349e-10
400.951 0.662   -0.648  2.682012001e-09 4.003654786e-10 -4.004103637e-10
402.535 0.683   -0.922  2.188426872e-09 3.267162734e-10 -3.267470092e-10
403.833 0.655   -0.615  2.764649329e-09 4.12742528e-10  -4.127813201e-10
405.615 0.918   -1.127  1.693472172e-09 2.576342456e-10 -2.576586176e-10
407.227 0.698   -0.695  2.485066608e-09 3.78056433e-10  -3.780932618e-10
408.427 0.545   -0.502  3.357124525e-09 5.011903439e-10 -5.012382755e-10
409.825 0.721   -0.853  2.248210711e-09 3.381860751e-10 -3.38214306e-10
411.318 0.705   -0.772  2.382511263e-09 3.557327642e-10 -3.557586256e-10
412.764 0.663   -0.741  2.507285071e-09 3.743763287e-10 -3.744009715e-10
414.177 0.694   -0.751  2.43626574e-09  3.637599532e-10 -3.637862208e-10
