time	obs_wavelength	flux	instrument	time_unit	wavelength_unit	flux_unit	redshift
7.9	6360.903	2.189040e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6362.071	2.281280e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6363.239	2.137030e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6364.407	2.206440e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6365.576	2.192670e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6366.744	2.164840e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6367.913	2.261500e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6369.081	2.228110e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6370.249	2.102730e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6371.418	2.316280e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6372.586	2.228640e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6373.755	2.215240e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6374.923	2.170060e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6376.092	2.263170e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6377.261	2.223460e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6378.430	2.233810e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6379.598	2.273490e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6380.767	2.239080e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6381.936	2.223470e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6383.105	2.239760e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6384.273	2.226540e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6385.442	2.344310e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6386.611	2.258460e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6387.780	2.307660e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6388.949	2.303780e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6390.119	2.235630e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6391.288	2.217220e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6392.457	2.303090e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6393.626	2.255590e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6394.795	2.241450e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6395.964	2.188460e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6397.133	2.244760e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6398.303	2.300340e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6399.472	2.214850e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6400.642	2.327050e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6401.811	2.261810e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6402.980	2.320520e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6404.149	2.228040e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6405.319	2.227740e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6406.489	2.277550e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6407.658	2.260300e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6408.828	2.314310e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6409.998	2.316150e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6411.167	2.252060e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6412.337	2.339200e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6413.506	2.212280e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6414.676	2.306270e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6415.846	2.338110e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6417.016	2.392320e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6418.185	2.326630e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6419.355	2.340530e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6420.525	2.387000e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6421.695	2.273020e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6422.866	2.324370e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6424.036	2.197110e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6425.206	2.366120e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6426.376	2.302730e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6427.546	2.348210e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6428.716	2.280320e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6429.886	2.325450e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6431.057	2.446980e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6432.227	2.340850e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6433.397	2.357320e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6434.567	2.386420e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6435.738	2.372670e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6436.908	2.364970e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6438.079	2.403150e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6439.249	2.322410e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6440.419	2.351730e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6441.590	2.371950e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6442.761	2.545810e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6443.931	2.345770e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6445.102	2.502950e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6446.273	2.406640e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6447.443	2.455730e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6448.614	2.407880e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6449.785	2.425640e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6450.955	2.497730e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6452.126	2.442370e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6453.297	2.425780e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6454.468	2.480650e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6455.639	2.486690e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6456.810	2.391050e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6457.981	2.427200e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6459.152	2.425660e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6460.323	2.334070e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6461.494	2.510950e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6462.665	2.464270e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6463.836	2.475530e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6465.007	2.406030e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6466.179	2.428890e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6467.350	2.384490e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6468.521	2.332240e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6469.692	2.348270e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6470.864	2.445250e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6472.035	2.464040e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6473.207	2.353370e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6474.378	2.396920e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6475.550	2.462380e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6476.721	2.424100e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6477.893	2.440430e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6479.065	2.493420e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6480.236	2.590520e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6481.408	2.501820e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6482.579	2.513130e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6483.751	2.450610e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6484.923	2.482190e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6486.095	2.556880e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6487.267	2.461320e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6488.438	2.419100e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6489.610	2.514250e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6490.782	2.411840e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6491.954	2.508250e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6493.126	2.491080e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6494.298	2.401380e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6495.470	2.494750e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6496.642	2.441950e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6497.814	2.492610e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6498.986	2.434860e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6500.159	2.392130e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6501.331	2.568310e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6502.503	2.422980e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6503.675	2.450340e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6504.848	2.367520e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6506.020	2.425650e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6507.192	2.469610e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6508.365	2.408030e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6509.537	2.496110e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6510.709	2.411780e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6511.882	2.506640e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6513.055	2.353760e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6514.227	2.400850e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6515.400	2.373550e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6516.572	2.448560e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6517.745	2.354740e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6518.918	2.432810e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6520.090	2.467750e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6521.263	2.457100e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6522.436	2.424670e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6523.609	2.381180e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6524.782	2.421330e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6525.955	2.368490e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6527.127	2.459690e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6528.300	2.404960e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6529.474	2.417030e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6530.646	2.401410e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6531.820	2.365070e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6532.993	2.350640e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6534.166	2.407500e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6535.339	2.299670e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6536.512	2.327320e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6537.685	2.344550e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6538.858	2.423320e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6540.032	2.378630e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6541.205	2.439440e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6542.378	2.372570e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6543.552	2.415620e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6544.725	2.335220e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6545.899	2.429340e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6547.072	2.305950e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6548.246	2.357840e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6549.419	2.380380e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6550.593	2.284210e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6551.767	2.317790e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6552.940	2.371480e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6554.114	2.371470e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6555.288	2.350210e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6556.461	2.329880e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6557.635	2.246550e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6558.809	2.355530e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6559.982	2.283290e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6561.156	2.280150e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6562.330	2.296330e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6563.504	2.301510e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6564.678	2.335660e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6565.852	2.323160e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6567.026	2.326110e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6568.200	2.369030e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6569.374	2.362750e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6570.548	2.364600e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6571.723	2.355960e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6572.896	2.304790e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6574.071	2.261450e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6575.245	2.365950e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6576.419	2.281920e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6577.594	2.336480e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6578.768	2.283660e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6579.942	2.365650e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6581.117	2.445840e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6582.291	2.365050e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6583.466	2.334140e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6584.640	2.352780e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6585.815	2.368500e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6586.989	2.303240e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6588.164	2.397150e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6589.338	2.301410e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6590.513	2.242100e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6591.688	2.344230e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6592.862	2.356930e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6594.037	2.291280e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6595.212	2.239090e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6596.387	2.321450e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6597.561	2.285050e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6598.736	2.314230e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6599.911	2.318190e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6601.086	2.320960e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6602.261	2.226090e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6603.436	2.334800e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6604.611	2.350740e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6605.786	2.259940e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6606.961	2.283330e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6608.137	2.271060e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6609.311	2.293810e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6610.487	2.282980e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6611.662	2.324790e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6612.837	2.241920e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6614.013	2.318780e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6615.188	2.253080e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6616.363	2.286790e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6617.539	2.486510e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6618.714	2.336490e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6619.889	2.250610e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6621.065	2.344980e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6622.240	2.265890e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6623.416	2.208600e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6624.591	2.319560e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6625.767	2.226140e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6626.942	2.420320e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6628.118	2.266650e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6629.294	2.313750e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6630.470	2.227850e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6631.645	2.261590e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6632.821	2.376330e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6633.997	2.206500e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6635.173	2.248040e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6636.349	2.306580e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6637.524	2.226990e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6638.701	2.218800e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6639.877	2.256260e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6641.053	2.338610e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6642.229	2.262080e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6643.404	2.282050e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6644.581	2.318790e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6645.757	2.340420e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6646.933	2.224540e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6648.109	2.266900e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6649.285	2.382030e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6650.461	2.325450e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6651.638	2.339600e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6652.814	2.288220e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6653.990	2.266660e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6655.167	2.287920e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6656.343	2.239420e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6657.520	2.250010e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6658.696	2.317700e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6659.873	2.309760e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6661.049	2.278480e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6662.226	2.263820e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6663.402	2.173990e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6664.579	2.243630e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6665.755	2.329810e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6666.932	2.286100e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6668.109	2.251270e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6669.286	2.327210e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6670.462	2.252700e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6671.639	2.212910e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6672.816	2.251730e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6673.993	2.298820e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6675.169	2.328180e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6676.347	2.285810e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6677.523	2.297940e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6678.700	2.254070e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6679.877	2.271990e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6681.054	2.217880e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6682.231	2.305030e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6683.409	2.272770e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6684.586	2.355020e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6685.763	2.246650e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6686.940	2.296420e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6688.117	2.359120e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6689.294	2.290900e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6690.472	2.339850e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6691.649	2.258820e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
7.9	6692.827	2.264570e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
