date	obs_wavelength	flux	redshift	instrument	date_unit	wavelength_unit	flux_unit	time	time_unit	time_frame	dtime	rest_wavelength	reference
2017-11-01.25	18236.89	1.171016e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	13711.947368421052	https://www.wis-tns.org/object/2017htp
2017-11-01.25	18296.9	2.973788e-20	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	13757.067669172931	https://www.wis-tns.org/object/2017htp
2017-11-01.25	18356.92	2.237423e-20	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	13802.195488721802	https://www.wis-tns.org/object/2017htp
2017-11-01.25	18416.94	2.759692e-20	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	13847.323308270676	https://www.wis-tns.org/object/2017htp
2017-11-01.25	18476.96	2.857786e-20	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	13892.451127819548	https://www.wis-tns.org/object/2017htp
2017-11-01.25	18536.98	6.272300e-20	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	13937.57894736842	https://www.wis-tns.org/object/2017htp
2017-11-01.25	18597.0	8.819266e-20	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	13982.706766917292	https://www.wis-tns.org/object/2017htp
2017-11-01.25	18657.01	-2.805684e-20	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	14027.827067669172	https://www.wis-tns.org/object/2017htp
2017-11-01.25	18717.03	-6.337913e-20	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	14072.954887218044	https://www.wis-tns.org/object/2017htp
2017-11-01.25	18777.05	8.811072e-20	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	14118.082706766916	https://www.wis-tns.org/object/2017htp
2017-11-01.25	18837.07	5.654820e-20	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	14163.210526315788	https://www.wis-tns.org/object/2017htp
2017-11-01.25	18897.09	1.221948e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	14208.33834586466	https://www.wis-tns.org/object/2017htp
2017-11-01.25	18957.11	3.192140e-20	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	14253.466165413534	https://www.wis-tns.org/object/2017htp
2017-11-01.25	19017.12	1.184206e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	14298.586466165412	https://www.wis-tns.org/object/2017htp
2017-11-01.25	19077.14	1.016775e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	14343.714285714284	https://www.wis-tns.org/object/2017htp
2017-11-01.25	19137.16	-4.108992e-20	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	14388.842105263157	https://www.wis-tns.org/object/2017htp
2017-11-01.25	19197.18	-4.494856e-20	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	14433.969924812029	https://www.wis-tns.org/object/2017htp
2017-11-01.25	19257.2	6.092928e-20	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	14479.097744360904	https://www.wis-tns.org/object/2017htp
2017-11-01.25	19317.22	4.436864e-20	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	14524.225563909777	https://www.wis-tns.org/object/2017htp
2017-11-01.25	19377.23	8.339150e-20	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	14569.345864661653	https://www.wis-tns.org/object/2017htp
2017-11-01.25	19437.25	1.843274e-20	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	14614.473684210525	https://www.wis-tns.org/object/2017htp
2017-11-01.25	19497.27	7.957200e-20	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	14659.6015037594	https://www.wis-tns.org/object/2017htp
2017-11-01.25	19557.29	-7.780546e-20	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	14704.729323308273	https://www.wis-tns.org/object/2017htp
2017-11-01.25	19617.31	1.234823e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	14749.857142857143	https://www.wis-tns.org/object/2017htp
2017-11-01.25	19677.33	1.596418e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	14794.984962406015	https://www.wis-tns.org/object/2017htp
2017-11-01.25	19737.34	1.094593e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	14840.105263157891	https://www.wis-tns.org/object/2017htp
2017-11-01.25	19797.36	6.486890e-20	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	14885.233082706767	https://www.wis-tns.org/object/2017htp
2017-11-01.25	19857.38	1.318578e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	14930.36090225564	https://www.wis-tns.org/object/2017htp
2017-11-01.25	19917.4	7.012319e-20	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	14975.488721804511	https://www.wis-tns.org/object/2017htp
2017-11-01.25	19977.42	1.209210e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	15020.616541353382	https://www.wis-tns.org/object/2017htp
2017-11-01.25	20037.44	1.295080e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	15065.744360902254	https://www.wis-tns.org/object/2017htp
2017-11-01.25	20097.45	7.407662e-20	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	15110.864661654135	https://www.wis-tns.org/object/2017htp
2017-11-01.25	20157.47	1.378266e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	15155.992481203008	https://www.wis-tns.org/object/2017htp
2017-11-01.25	20217.49	1.852413e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	15201.12030075188	https://www.wis-tns.org/object/2017htp
2017-11-01.25	20277.51	9.041929e-20	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	15246.24812030075	https://www.wis-tns.org/object/2017htp
2017-11-01.25	20337.53	1.226945e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	15291.375939849622	https://www.wis-tns.org/object/2017htp
2017-11-01.25	20397.55	1.611301e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	15336.503759398494	https://www.wis-tns.org/object/2017htp
2017-11-01.25	20457.56	1.961814e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	15381.624060150376	https://www.wis-tns.org/object/2017htp
2017-11-01.25	20517.58	1.102377e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	15426.751879699248	https://www.wis-tns.org/object/2017htp
2017-11-01.25	20577.6	3.140798e-21	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	15471.879699248118	https://www.wis-tns.org/object/2017htp
2017-11-01.25	20637.62	1.652084e-20	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	15517.00751879699	https://www.wis-tns.org/object/2017htp
2017-11-01.25	20697.64	-1.167842e-20	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	15562.135338345865	https://www.wis-tns.org/object/2017htp
2017-11-01.25	20757.66	6.190680e-20	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	15607.263157894737	https://www.wis-tns.org/object/2017htp
2017-11-01.25	20817.67	-6.180346e-20	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	15652.383458646616	https://www.wis-tns.org/object/2017htp
2017-11-01.25	20877.69	1.360182e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	15697.511278195489	https://www.wis-tns.org/object/2017htp
2017-11-01.25	20937.71	1.328694e-20	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	15742.63909774436	https://www.wis-tns.org/object/2017htp
