date	time	band	mag	mag_limit	dmag	instrument	date_unit	time_unit	mag_unit	mag_type	time_frame	extinction_corrected	dtime
51063	132.5	B	16.93	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51063	132.5	R_{c}	16.69	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51063	132.5	I_{c}	16.44	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51064	133.5	V	17.48	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51064	133.5	B	16.95	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51064	133.5	R_{c}	16.7	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51064	133.5	I_{c}	16.46	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51065	134.5	V	17.5	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51065	134.5	B	16.97	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51065	134.5	R_{c}	16.72	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51065	134.5	I_{c}	16.48	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51066	135.5	V	17.52	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51066	135.5	B	16.99	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51066	135.5	R_{c}	16.74	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51066	135.5	I_{c}	16.49	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51067	136.5	V	17.53	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51067	136.5	B	17.01	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51067	136.5	R_{c}	16.76	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51067	136.5	I_{c}	16.51	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51068	137.4	V	17.55	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51068	137.4	B	17.03	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51068	137.4	R_{c}	16.77	0	0.04	CTIO	MJD	days	AB	apparent	observer	True	NaN
51068	137.4	I_{c}	16.53	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51069	138.4	V	17.57	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51069	138.4	B	17.05	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51069	138.4	R_{c}	16.79	0	0.04	CTIO	MJD	days	AB	apparent	observer	True	NaN
51069	138.4	I_{c}	16.55	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51070	139.4	V	17.58	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51070	139.4	B	17.07	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51070	139.4	R_{c}	16.81	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51070	139.4	I_{c}	16.56	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51071	140.4	V	17.6	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51071	140.4	B	17.08	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51071	140.4	R_{c}	16.83	0	0.04	CTIO	MJD	days	AB	apparent	observer	True	NaN
51071	140.4	I_{c}	16.58	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51072	141.4	V	17.62	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51072	141.4	B	17.1	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51072	141.4	R_{c}	16.84	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51072	141.4	I_{c}	16.6	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51073	142.4	V	17.63	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51073	142.4	B	17.12	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51073	142.4	R_{c}	16.86	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51073	142.4	I_{c}	16.61	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51074	143.4	V	17.65	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51074	143.4	B	17.14	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51074	143.4	R_{c}	16.88	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51074	143.4	I_{c}	16.63	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51075	144.4	V	17.67	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51075	144.4	B	17.16	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51075	144.4	R_{c}	16.9	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51075	144.4	I_{c}	16.65	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51076	145.4	V	17.68	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51076	145.4	B	17.18	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51076	145.4	R_{c}	16.91	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51076	145.4	I_{c}	16.66	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51077	146.4	V	17.7	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51077	146.4	B	17.2	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51077	146.4	R_{c}	16.93	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51077	146.4	I_{c}	16.68	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51078	147.4	V	17.72	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51078	147.4	B	17.22	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51078	147.4	R_{c}	16.95	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51078	147.4	I_{c}	16.7	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51079	148.4	V	17.74	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51079	148.4	B	17.24	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51079	148.4	R_{c}	16.96	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51079	148.4	I_{c}	16.71	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51080	149.3	V	17.75	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51080	149.3	B	17.26	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51080	149.3	R_{c}	16.98	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51080	149.3	I_{c}	16.73	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51081	150.3	V	17.77	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51081	150.3	B	17.27	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51081	150.3	R_{c}	17.0	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51081	150.3	I_{c}	16.75	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51082	151.3	V	17.79	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51082	151.3	B	17.29	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51082	151.3	R_{c}	17.01	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51082	151.3	I_{c}	16.76	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51083	152.3	V	17.8	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51083	152.3	B	17.31	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51083	152.3	R_{c}	17.03	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51083	152.3	I_{c}	16.78	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51084	153.3	V	17.82	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51084	153.3	B	17.33	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51084	153.3	R_{c}	17.05	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51084	153.3	I_{c}	16.8	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51085	154.3	V	17.84	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51085	154.3	B	17.35	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51085	154.3	R_{c}	17.06	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51085	154.3	I_{c}	16.81	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51086	155.3	V	17.86	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51086	155.3	B	17.37	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51086	155.3	R_{c}	17.08	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51086	155.3	I_{c}	16.83	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51087	156.3	V	17.87	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51087	156.3	B	17.39	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51087	156.3	R_{c}	17.1	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51087	156.3	I_{c}	16.84	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51088	157.3	V	17.89	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51088	157.3	B	17.41	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51088	157.3	R_{c}	17.11	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51088	157.3	I_{c}	16.86	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51089	158.3	V	17.91	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51089	158.3	B	17.43	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51089	158.3	R_{c}	17.13	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51089	158.3	I_{c}	16.88	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51090	159.3	V	17.92	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51090	159.3	B	17.45	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51090	159.3	R_{c}	17.15	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51090	159.3	I_{c}	16.89	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51091	160.3	V	17.94	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51091	160.3	B	17.47	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51091	160.3	R_{c}	17.16	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51091	160.3	I_{c}	16.91	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51092	161.2	V	17.96	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51092	161.2	B	17.48	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51092	161.2	R_{c}	17.18	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51092	161.2	I_{c}	16.93	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51093	162.2	V	17.98	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51093	162.2	B	17.5	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51093	162.2	R_{c}	17.2	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51093	162.2	I_{c}	16.94	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51094	163.2	V	17.99	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51094	163.2	B	17.52	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51094	163.2	R_{c}	17.21	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51094	163.2	I_{c}	16.96	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51095	164.2	V	18.01	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51095	164.2	B	17.54	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51095	164.2	R_{c}	17.23	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51095	164.2	I_{c}	16.97	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51096	165.2	V	18.03	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51096	165.2	B	17.56	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51096	165.2	R_{c}	17.24	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51096	165.2	I_{c}	16.99	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51097	166.2	V	18.05	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51097	166.2	B	17.58	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51097	166.2	R_{c}	17.26	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51097	166.2	I_{c}	17.0	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51098	167.2	V	18.06	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51098	167.2	B	17.6	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51098	167.2	R_{c}	17.28	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51098	167.2	I_{c}	17.02	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51099	168.2	V	18.08	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51099	168.2	B	17.62	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51099	168.2	R_{c}	17.29	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51099	168.2	I_{c}	17.04	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51100	169.2	V	18.1	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51100	169.2	B	17.64	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51100	169.2	R_{c}	17.31	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51100	169.2	I_{c}	17.05	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51101	170.2	V	18.11	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51101	170.2	B	17.66	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51101	170.2	R_{c}	17.32	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51101	170.2	I_{c}	17.07	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51102	171.2	V	18.13	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51102	171.2	B	17.68	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51102	171.2	R_{c}	17.34	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51102	171.2	I_{c}	17.08	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51103	172.2	V	18.15	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51103	172.2	B	17.69	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51103	172.2	R_{c}	17.35	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51103	172.2	I_{c}	17.1	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51104	173.1	V	18.17	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51104	173.1	B	17.71	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51104	173.1	R_{c}	17.37	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51104	173.1	I_{c}	17.11	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51105	174.1	V	18.18	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51104	173.1	B	17.73	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51104	173.1	R_{c}	17.39	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51104	173.1	I_{c}	17.13	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51106	175.1	V	18.2	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51106	175.1	B	17.75	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51106	175.1	R_{c}	17.4	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51106	175.1	I_{c}	17.14	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51107	176.1	V	18.22	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51107	176.1	B	17.77	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51107	176.1	R_{c}	17.42	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51107	176.1	I_{c}	17.16	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51108	177.1	V	18.24	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51107	176.1	B	17.79	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51107	176.1	R_{c}	17.43	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51107	176.1	I_{c}	17.18	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51109	178.1	V	18.26	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51109	178.1	B	17.81	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51109	178.1	R_{c}	17.45	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51109	178.1	I_{c}	17.19	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51110	179.1	V	18.27	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51110	179.1	B	17.83	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51110	179.1	R_{c}	17.46	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51110	179.1	I_{c}	17.21	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51111	180.1	V	18.29	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51111	180.1	B	17.85	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51111	180.1	R_{c}	17.48	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51111	180.1	I_{c}	17.22	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51112	181.1	V	18.31	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51112	181.1	B	17.86	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51112	181.1	R_{c}	17.49	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51112	181.1	I_{c}	17.24	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51113	182.1	V	18.33	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51113	182.1	B	17.88	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51113	182.1	R_{c}	17.51	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51113	182.1	I_{c}	17.25	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51114	183.1	V	18.34	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51114	183.1	B	17.9	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51114	183.1	R_{c}	17.52	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51114	183.1	I_{c}	17.27	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51115	184.1	V	18.36	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51115	184.1	B	17.92	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51115	184.1	R_{c}	17.54	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51115	184.1	I_{c}	17.28	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51116	185.0	V	18.38	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51116	185.0	B	17.94	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51116	185.0	R_{c}	17.55	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51116	185.0	I_{c}	17.3	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51117	186.0	V	18.4	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51117	186.0	B	17.96	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51117	186.0	R_{c}	17.57	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51117	186.0	I_{c}	17.31	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51118	187.0	V	18.41	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51118	187.0	B	17.98	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51118	187.0	R_{c}	17.58	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51118	187.0	I_{c}	17.33	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51119	188.0	V	18.43	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51119	188.0	B	18.0	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51119	188.0	R_{c}	17.6	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51119	188.0	I_{c}	17.34	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51120	189.0	V	18.45	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51120	189.0	B	18.02	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51120	189.0	R_{c}	17.61	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51120	189.0	I_{c}	17.36	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51121	190.0	V	18.47	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51121	190.0	B	18.03	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51121	190.0	R_{c}	17.63	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51121	190.0	I_{c}	17.37	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51122	191.0	V	18.48	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51122	191.0	B	18.05	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51122	191.0	R_{c}	17.64	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51122	191.0	I_{c}	17.39	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51123	192.0	V	18.5	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51123	192.0	B	18.07	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51123	192.0	R_{c}	17.66	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51123	192.0	I_{c}	17.4	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51124	193.0	V	18.52	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51124	193.0	B	18.09	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51124	193.0	R_{c}	17.67	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51124	193.0	I_{c}	17.42	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51125	194.0	V	18.54	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51125	194.0	B	18.11	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51125	194.0	R_{c}	17.69	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51125	194.0	I_{c}	17.43	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51126	195.0	V	18.56	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51126	195.0	B	18.13	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51126	195.0	R_{c}	17.7	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51126	195.0	I_{c}	17.45	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51127	196.0	V	18.57	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51127	196.0	B	18.15	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51127	196.0	R_{c}	17.72	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51127	196.0	I_{c}	17.46	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51128	196.9	V	18.59	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51128	196.9	B	18.16	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51128	196.9	R_{c}	17.73	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51128	196.9	I_{c}	17.48	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51129	197.9	V	18.61	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51129	197.9	B	18.18	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51129	197.9	R_{c}	17.75	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51129	197.9	I_{c}	17.49	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51130	198.9	V	18.63	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51130	198.9	B	18.2	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51130	198.9	R_{c}	17.76	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51130	198.9	I_{c}	17.51	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51131	199.9	V	18.65	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51131	199.9	B	18.22	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51131	199.9	R_{c}	17.78	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51131	199.9	I_{c}	17.52	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51132	200.9	V	18.66	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51132	200.9	B	18.24	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51132	200.9	R_{c}	17.79	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51132	200.9	I_{c}	17.54	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51133	201.9	V	18.68	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51133	201.9	B	18.26	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51133	201.9	R_{c}	17.8	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51133	201.9	I_{c}	17.56	0	0.04	CTIO	MJD	days	AB	apparent	observer	True	NaN
51134	202.9	V	18.7	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51134	202.9	B	18.28	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51134	202.9	R_{c}	17.82	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51134	202.9	I_{c}	17.57	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51135	203.9	V	18.72	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51135	203.9	B	18.3	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51135	203.9	R_{c}	17.84	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
