date	time	band	mag	mag_limit	dmag	instrument	date_unit	time_unit	mag_unit	mag_type	time_frame	extinction_corrected	dtime
51280	347.7	I_{c}	19.82	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51281	348.7	V	21.29	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51281	348.7	B	20.91	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51281	348.7	R_{c}	20.09	0	0.67	CTIO	MJD	days	AB	apparent	observer	True	NaN
51281	348.7	I_{c}	19.84	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51282	349.7	V	21.3	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51282	349.7	B	20.93	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51282	349.7	R_{c}	20.11	0	0.67	CTIO	MJD	days	AB	apparent	observer	True	NaN
51282	349.7	I_{c}	19.86	0	0.06	CTIO	MJD	days	AB	apparent	observer	True	NaN
51283	350.7	V	21.32	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51283	350.7	B	20.95	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51283	350.7	R_{c}	20.12	0	0.67	CTIO	MJD	days	AB	apparent	observer	True	NaN
51283	350.7	I_{c}	19.88	0	0.08	CTIO	MJD	days	AB	apparent	observer	True	NaN
51284	351.6	V	21.33	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51284	351.6	B	20.96	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51284	351.6	R_{c}	20.14	0	0.67	CTIO	MJD	days	AB	apparent	observer	True	NaN
51284	351.6	I_{c}	19.89	0	0.12	CTIO	MJD	days	AB	apparent	observer	True	NaN
51285	352.6	V	21.35	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51285	352.6	B	20.98	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51285	352.6	R_{c}	20.16	0	0.67	CTIO	MJD	days	AB	apparent	observer	True	NaN
51285	352.6	I_{c}	19.91	0	0.14	CTIO	MJD	days	AB	apparent	observer	True	NaN
51286	353.6	V	21.36	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51286	353.6	B	21.0	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51286	353.6	R_{c}	20.17	0	0.67	CTIO	MJD	days	AB	apparent	observer	True	NaN
51286	353.6	I_{c}	19.93	0	0.13	CTIO	MJD	days	AB	apparent	observer	True	NaN
51287	354.6	V	21.38	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51287	354.6	B	21.01	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51287	354.6	R_{c}	20.19	0	0.67	CTIO	MJD	days	AB	apparent	observer	True	NaN
51287	354.6	I_{c}	19.94	0	0.13	CTIO	MJD	days	AB	apparent	observer	True	NaN
51288	355.6	V	21.39	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51288	355.6	B	21.03	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51288	355.6	R_{c}	20.21	0	0.67	CTIO	MJD	days	AB	apparent	observer	True	NaN
51288	355.6	I_{c}	19.96	0	0.11	CTIO	MJD	days	AB	apparent	observer	True	NaN
51289	356.6	V	21.41	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51289	356.6	B	21.04	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51289	356.6	R_{c}	20.22	0	0.67	CTIO	MJD	days	AB	apparent	observer	True	NaN
51289	356.6	I_{c}	19.98	0	0.1	CTIO	MJD	days	AB	apparent	observer	True	NaN
51290	357.6	V	21.43	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51290	357.6	B	21.06	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51290	357.6	R_{c}	20.24	0	0.67	CTIO	MJD	days	AB	apparent	observer	True	NaN
51290	357.6	I_{c}	19.99	0	0.08	CTIO	MJD	days	AB	apparent	observer	True	NaN
51291	358.6	V	21.44	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51291	358.6	B	21.07	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51291	358.6	R_{c}	20.26	0	0.67	CTIO	MJD	days	AB	apparent	observer	True	NaN
51291	358.6	I_{c}	20.01	0	0.08	CTIO	MJD	days	AB	apparent	observer	True	NaN
51292	359.6	V	21.45	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51292	359.6	B	21.09	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51292	359.6	R_{c}	20.27	0	0.67	CTIO	MJD	days	AB	apparent	observer	True	NaN
51292	359.6	I_{c}	20.03	0	0.07	CTIO	MJD	days	AB	apparent	observer	True	NaN
51293	360.6	V	21.47	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51293	360.6	B	21.11	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51293	360.6	R_{c}	20.29	0	0.67	CTIO	MJD	days	AB	apparent	observer	True	NaN
51293	360.6	I_{c}	20.04	0	0.05	CTIO	MJD	days	AB	apparent	observer	True	NaN
51294	361.6	V	21.48	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51294	361.6	B	21.12	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51294	361.6	R_{c}	20.31	0	0.67	CTIO	MJD	days	AB	apparent	observer	True	NaN
51294	361.6	I_{c}	20.06	0	0.05	CTIO	MJD	days	AB	apparent	observer	True	NaN
51295	362.6	V	21.5	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51295	362.6	B	21.14	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51295	362.6	R_{c}	20.32	0	0.67	CTIO	MJD	days	AB	apparent	observer	True	NaN
51295	362.6	I_{c}	20.08	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51296	363.5	V	21.52	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51296	363.5	B	21.15	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51296	363.5	R_{c}	20.34	0	0.67	CTIO	MJD	days	AB	apparent	observer	True	NaN
51296	363.5	I_{c}	20.09	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51297	364.5	V	21.53	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51297	364.5	B	21.17	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51297	364.5	R_{c}	20.36	0	0.67	CTIO	MJD	days	AB	apparent	observer	True	NaN
51297	364.5	I_{c}	20.11	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51298	365.5	V	21.54	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51298	365.5	B	21.18	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51298	365.5	R_{c}	20.37	0	0.67	CTIO	MJD	days	AB	apparent	observer	True	NaN
51298	365.5	I_{c}	20.13	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51299	366.5	V	21.56	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51299	366.5	B	21.2	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51299	366.5	R_{c}	20.39	0	0.67	CTIO	MJD	days	AB	apparent	observer	True	NaN
51299	366.5	I_{c}	20.15	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51300	367.5	V	21.57	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51300	367.5	B	21.21	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51300	367.5	R_{c}	20.41	0	0.04	CTIO	MJD	days	AB	apparent	observer	True	NaN
51300	367.5	I_{c}	20.16	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51301	368.5	V	21.59	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51301	368.5	B	21.23	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51301	368.5	R_{c}	20.42	0	0.04	CTIO	MJD	days	AB	apparent	observer	True	NaN
51301	368.5	I_{c}	20.18	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51302	369.5	V	21.6	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51302	369.5	B	21.25	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51302	369.5	R_{c}	20.44	0	0.04	CTIO	MJD	days	AB	apparent	observer	True	NaN
51302	369.5	I_{c}	20.2	0	0.04	CTIO	MJD	days	AB	apparent	observer	True	NaN
51303	370.5	V	21.62	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51303	370.5	B	21.26	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51303	370.5	R_{c}	20.46	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51303	370.5	I_{c}	20.21	0	0.06	CTIO	MJD	days	AB	apparent	observer	True	NaN
51304	371.5	V	21.63	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51304	371.5	B	21.28	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51304	371.5	R_{c}	20.47	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51304	371.5	I_{c}	20.23	0	0.06	CTIO	MJD	days	AB	apparent	observer	True	NaN
51305	372.5	V	21.65	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51305	372.5	B	21.29	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51305	372.5	R_{c}	20.49	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51305	372.5	I_{c}	20.25	0	0.08	CTIO	MJD	days	AB	apparent	observer	True	NaN
51306	373.5	V	21.66	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51306	373.5	B	21.31	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51306	373.5	R_{c}	20.51	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51306	373.5	I_{c}	20.27	0	0.09	CTIO	MJD	days	AB	apparent	observer	True	NaN
51307	374.5	V	21.68	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51307	374.5	B	21.32	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51307	374.5	R_{c}	20.52	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51307	374.5	I_{c}	20.28	0	0.1	CTIO	MJD	days	AB	apparent	observer	True	NaN
51308	375.4	V	21.69	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51308	375.4	B	21.34	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51308	375.4	R_{c}	20.54	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51308	375.4	I_{c}	20.3	0	0.11	CTIO	MJD	days	AB	apparent	observer	True	NaN
51309	376.4	V	21.7	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51309	376.4	B	21.35	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51309	376.4	R_{c}	20.56	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51309	376.4	I_{c}	20.32	0	0.12	CTIO	MJD	days	AB	apparent	observer	True	NaN
51310	377.4	V	21.72	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51310	377.4	B	21.37	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51310	377.4	R_{c}	20.57	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51310	377.4	I_{c}	20.33	0	0.14	CTIO	MJD	days	AB	apparent	observer	True	NaN
51311	378.4	V	21.73	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51311	378.4	B	21.38	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51311	378.4	R_{c}	20.59	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51311	378.4	I_{c}	20.35	0	0.14	CTIO	MJD	days	AB	apparent	observer	True	NaN
51312	379.4	V	21.75	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51312	379.4	B	21.4	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51312	379.4	R_{c}	20.61	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51312	379.4	I_{c}	20.37	0	0.15	CTIO	MJD	days	AB	apparent	observer	True	NaN
51313	380.4	V	21.76	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51313	380.4	B	21.41	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51313	380.4	R_{c}	20.62	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51313	380.4	I_{c}	20.39	0	0.17	CTIO	MJD	days	AB	apparent	observer	True	NaN
51314	381.4	V	21.77	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51314	381.4	B	21.43	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51314	381.4	R_{c}	20.64	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51314	381.4	I_{c}	20.4	0	0.17	CTIO	MJD	days	AB	apparent	observer	True	NaN
51315	382.4	V	21.79	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51315	382.4	B	21.44	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51315	382.4	R_{c}	20.66	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51315	382.4	I_{c}	20.42	0	0.18	CTIO	MJD	days	AB	apparent	observer	True	NaN
51316	383.4	V	21.8	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51316	383.4	B	21.45	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51316	383.4	R_{c}	20.67	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51316	383.4	I_{c}	20.44	0	0.2	CTIO	MJD	days	AB	apparent	observer	True	NaN
51317	384.4	V	21.82	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51317	384.4	B	21.47	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51317	384.4	R_{c}	20.69	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51317	384.4	I_{c}	20.45	0	0.21	CTIO	MJD	days	AB	apparent	observer	True	NaN
51318	385.4	V	21.83	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51318	385.4	B	21.48	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51318	385.4	R_{c}	20.71	0	0.04	CTIO	MJD	days	AB	apparent	observer	True	NaN
51318	385.4	I_{c}	20.47	0	0.21	CTIO	MJD	days	AB	apparent	observer	True	NaN
51319	386.4	V	21.84	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51319	386.4	B	21.5	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51319	386.4	R_{c}	20.72	0	0.04	CTIO	MJD	days	AB	apparent	observer	True	NaN
51319	386.4	I_{c}	20.49	0	0.23	CTIO	MJD	days	AB	apparent	observer	True	NaN
51320	387.3	V	21.86	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51320	387.3	B	21.51	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51320	387.3	R_{c}	20.74	0	0.04	CTIO	MJD	days	AB	apparent	observer	True	NaN
51320	387.3	I_{c}	20.51	0	0.21	CTIO	MJD	days	AB	apparent	observer	True	NaN
51321	388.3	V	21.87	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51321	388.3	B	21.53	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51321	388.3	R_{c}	20.76	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51321	388.3	I_{c}	20.52	0	0.21	CTIO	MJD	days	AB	apparent	observer	True	NaN
51322	389.3	V	21.89	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51322	389.3	B	21.54	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51322	389.3	R_{c}	20.77	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51322	389.3	I_{c}	20.54	0	0.19	CTIO	MJD	days	AB	apparent	observer	True	NaN
51323	390.3	V	21.9	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51323	390.3	B	21.56	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51323	390.3	R_{c}	20.79	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51323	390.3	I_{c}	20.56	0	0.17	CTIO	MJD	days	AB	apparent	observer	True	NaN
51324	391.3	V	21.91	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51324	391.3	B	21.57	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51324	391.3	R_{c}	20.81	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51324	391.3	I_{c}	20.57	0	0.17	CTIO	MJD	days	AB	apparent	observer	True	NaN
51325	392.3	V	21.93	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51325	392.3	B	21.59	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51325	392.3	R_{c}	20.82	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51325	392.3	I_{c}	20.59	0	0.15	CTIO	MJD	days	AB	apparent	observer	True	NaN
51326	393.3	V	21.94	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51326	393.3	B	21.6	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51326	393.3	R_{c}	20.84	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51326	393.3	I_{c}	20.61	0	0.14	CTIO	MJD	days	AB	apparent	observer	True	NaN
51327	394.3	V	21.95	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51327	394.3	B	21.61	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51327	394.3	R_{c}	20.86	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51327	394.3	I_{c}	20.62	0	0.13	CTIO	MJD	days	AB	apparent	observer	True	NaN
51328	395.3	V	21.97	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51328	395.3	B	21.63	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51328	395.3	R_{c}	20.87	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51328	395.3	I_{c}	20.64	0	0.11	CTIO	MJD	days	AB	apparent	observer	True	NaN
51329	396.3	V	21.98	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51329	396.3	B	21.64	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51329	396.3	R_{c}	20.89	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51329	396.3	I_{c}	20.65	0	0.1	CTIO	MJD	days	AB	apparent	observer	True	NaN
51330	397.3	V	22.0	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51330	397.3	B	21.66	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51330	397.3	R_{c}	20.9	0	0.04	CTIO	MJD	days	AB	apparent	observer	True	NaN
51330	397.3	I_{c}	20.67	0	0.09	CTIO	MJD	days	AB	apparent	observer	True	NaN
51331	398.3	V	22.01	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51331	398.3	B	21.67	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51331	398.3	R_{c}	20.92	0	0.67	CTIO	MJD	days	AB	apparent	observer	True	NaN
51331	398.3	I_{c}	20.69	0	0.07	CTIO	MJD	days	AB	apparent	observer	True	NaN
51332	399.2	V	22.02	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51332	399.2	B	21.69	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51332	399.2	R_{c}	20.94	0	0.67	CTIO	MJD	days	AB	apparent	observer	True	NaN
51332	399.2	I_{c}	20.7	0	0.07	CTIO	MJD	days	AB	apparent	observer	True	NaN
51333	400.2	V	22.04	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51333	400.2	B	21.7	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51333	400.2	R_{c}	20.95	0	0.67	CTIO	MJD	days	AB	apparent	observer	True	NaN
51333	400.2	I_{c}	20.72	0	0.05	CTIO	MJD	days	AB	apparent	observer	True	NaN
51334	401.2	V	22.05	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51334	401.2	B	21.71	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51334	401.2	R_{c}	20.97	0	0.67	CTIO	MJD	days	AB	apparent	observer	True	NaN
51334	401.2	I_{c}	20.73	0	0.04	CTIO	MJD	days	AB	apparent	observer	True	NaN
51335	402.2	V	22.06	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51335	402.2	B	21.73	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51335	402.2	R_{c}	20.99	0	0.67	CTIO	MJD	days	AB	apparent	observer	True	NaN
51335	402.2	I_{c}	20.75	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51336	403.2	V	22.08	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51336	403.2	B	21.74	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51336	403.2	R_{c}	21.0	0	0.67	CTIO	MJD	days	AB	apparent	observer	True	NaN
51336	403.2	I_{c}	20.77	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51337	404.2	V	22.09	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51337	404.2	B	21.75	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51337	404.2	R_{c}	21.02	0	0.67	CTIO	MJD	days	AB	apparent	observer	True	NaN
51337	404.2	I_{c}	20.78	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51338	405.2	V	22.1	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51338	405.2	B	21.77	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51338	405.2	R_{c}	21.03	0	0.67	CTIO	MJD	days	AB	apparent	observer	True	NaN
51338	405.2	I_{c}	20.8	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51339	406.2	V	22.11	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51339	406.2	B	21.78	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51339	406.2	R_{c}	21.05	0	0.67	CTIO	MJD	days	AB	apparent	observer	True	NaN
51339	406.2	I_{c}	20.82	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51340	407.2	V	22.13	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51340	407.2	B	21.8	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51340	407.2	R_{c}	21.07	0	0.67	CTIO	MJD	days	AB	apparent	observer	True	NaN
51340	407.2	I_{c}	20.83	0	0.04	CTIO	MJD	days	AB	apparent	observer	True	NaN
51341	408.2	V	22.14	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51341	408.2	B	21.81	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51341	408.2	R_{c}	21.08	0	0.67	CTIO	MJD	days	AB	apparent	observer	True	NaN
51341	408.2	I_{c}	20.85	0	0.05	CTIO	MJD	days	AB	apparent	observer	True	NaN
51342	409.2	V	22.16	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51342	409.2	B	21.82	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51342	409.2	R_{c}	21.1	0	0.67	CTIO	MJD	days	AB	apparent	observer	True	NaN
51342	409.2	I_{c}	20.87	0	0.07	CTIO	MJD	days	AB	apparent	observer	True	NaN
51343	410.2	V	22.17	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51343	410.2	B	21.84	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51343	410.2	R_{c}	21.11	0	0.67	CTIO	MJD	days	AB	apparent	observer	True	NaN
51343	410.2	I_{c}	20.88	0	0.06	CTIO	MJD	days	AB	apparent	observer	True	NaN
51344	411.1	V	22.18	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51344	411.1	B	21.85	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51344	411.1	R_{c}	21.13	0	0.67	CTIO	MJD	days	AB	apparent	observer	True	NaN
51344	411.1	I_{c}	20.9	0	0.05	CTIO	MJD	days	AB	apparent	observer	True	NaN
51345	412.1	V	22.19	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51345	412.1	B	21.86	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51345	412.1	R_{c}	21.14	0	0.67	CTIO	MJD	days	AB	apparent	observer	True	NaN
51345	412.1	I_{c}	20.91	0	0.04	CTIO	MJD	days	AB	apparent	observer	True	NaN
51346	413.1	V	22.21	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51346	413.1	B	21.88	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51346	413.1	R_{c}	21.16	0	0.67	CTIO	MJD	days	AB	apparent	observer	True	NaN
51346	413.1	I_{c}	20.93	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51347	414.1	V	22.22	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51347	414.1	B	21.89	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51347	414.1	R_{c}	21.18	0	0.05	CTIO	MJD	days	AB	apparent	observer	True	NaN
51347	414.1	I_{c}	20.95	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51348	415.1	V	22.23	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51348	415.1	B	21.9	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51348	415.1	R_{c}	21.19	0	0.67	CTIO	MJD	days	AB	apparent	observer	True	NaN
51348	415.1	I_{c}	20.97	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51349	416.1	V	22.25	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51349	416.1	B	21.92	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51349	416.1	R_{c}	21.21	0	0.67	CTIO	MJD	days	AB	apparent	observer	True	NaN
51349	416.1	I_{c}	20.98	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51350	417.1	V	22.26	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51350	417.1	B	21.93	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51350	417.1	R_{c}	21.22	0	0.67	CTIO	MJD	days	AB	apparent	observer	True	NaN
51350	417.1	I_{c}	21.0	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51351	418.1	V	22.27	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51351	418.1	B	21.94	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51351	418.1	R_{c}	21.24	0	0.67	CTIO	MJD	days	AB	apparent	observer	True	NaN
51351	418.1	I_{c}	21.02	0	0.03	CTIO	MJD	days	AB	apparent	observer	True	NaN
51352	419.1	V	22.28	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51352	419.1	B	21.96	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51352	419.1	R_{c}	21.25	0	0.67	CTIO	MJD	days	AB	apparent	observer	True	NaN
51352	419.1	I_{c}	21.03	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51353	420.1	V	22.3	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
