date	time	band	mag	mag_limit	dmag	instrument	date_unit	time_unit	mag_unit	mag_type	time_frame	extinction_correccted	dtime	reference	extinction_corrected	dmag2	seeing	seeing_unit
NaN	326.0	R	19.87	0	0.007	VLT	NaN	days	AB	apparent	observer	NaN	NaN	https://ui.adsabs.harvard.edu/abs/2002A%26A...386..944S/abstract	True	NaN	NaN	NaN
NaN	326.0	I	19.72	0	0.02	VLT	NaN	days	AB	apparent	observer	NaN	NaN	https://ui.adsabs.harvard.edu/abs/2002A%26A...386..944S/abstract	True	NaN	NaN	NaN
NaN	347.0	B	21.56	0	0.011	VLT	NaN	days	AB	apparent	observer	NaN	NaN	https://ui.adsabs.harvard.edu/abs/2002A%26A...386..944S/abstract	True	NaN	NaN	NaN
NaN	347.0	V	21.15	0	0.025	VLT	NaN	days	AB	apparent	observer	NaN	NaN	https://ui.adsabs.harvard.edu/abs/2002A%26A...386..944S/abstract	True	NaN	NaN	NaN
NaN	347.0	R	20.21	0	0.018	VLT	NaN	days	AB	apparent	observer	NaN	NaN	https://ui.adsabs.harvard.edu/abs/2002A%26A...386..944S/abstract	True	NaN	NaN	NaN
NaN	351.0	I	20.1	0	0.024	VLT	NaN	days	AB	apparent	observer	NaN	NaN	https://ui.adsabs.harvard.edu/abs/2002A%26A...386..944S/abstract	True	NaN	NaN	NaN
NaN	356.0	B	21.66	0	0.069	VLT	NaN	days	AB	apparent	observer	NaN	NaN	https://ui.adsabs.harvard.edu/abs/2002A%26A...386..944S/abstract	True	NaN	NaN	NaN
NaN	356.0	V	21.3	0	0.037	VLT	NaN	days	AB	apparent	observer	NaN	NaN	https://ui.adsabs.harvard.edu/abs/2002A%26A...386..944S/abstract	True	NaN	NaN	NaN
NaN	356.0	R	20.27	0	0.017	VLT	NaN	days	AB	apparent	observer	NaN	NaN	https://ui.adsabs.harvard.edu/abs/2002A%26A...386..944S/abstract	True	NaN	NaN	NaN
NaN	356.0	I	20.03	0	0.025	VLT	NaN	days	AB	apparent	observer	NaN	NaN	https://ui.adsabs.harvard.edu/abs/2002A%26A...386..944S/abstract	True	NaN	NaN	NaN
NaN	390.0	B	22.19	0	0.01	VLT	NaN	days	AB	apparent	observer	NaN	NaN	https://ui.adsabs.harvard.edu/abs/2002A%26A...386..944S/abstract	True	NaN	NaN	NaN
NaN	390.0	V	21.78	0	0.029	VLT	NaN	days	AB	apparent	observer	NaN	NaN	https://ui.adsabs.harvard.edu/abs/2002A%26A...386..944S/abstract	True	NaN	NaN	NaN
NaN	390.0	R	20.98	0	0.03	VLT	NaN	days	AB	apparent	observer	NaN	NaN	https://ui.adsabs.harvard.edu/abs/2002A%26A...386..944S/abstract	True	NaN	NaN	NaN
NaN	390.0	I	20.95	0	0.068	VLT	NaN	days	AB	apparent	observer	NaN	NaN	https://ui.adsabs.harvard.edu/abs/2002A%26A...386..944S/abstract	True	NaN	NaN	NaN
NaN	413.0	V	22.12	0	0.029	VLT	NaN	days	AB	apparent	observer	NaN	NaN	https://ui.adsabs.harvard.edu/abs/2002A%26A...386..944S/abstract	True	NaN	NaN	NaN
NaN	413.0	R	21.18	0	0.016	VLT	NaN	days	AB	apparent	observer	NaN	NaN	https://ui.adsabs.harvard.edu/abs/2002A%26A...386..944S/abstract	True	NaN	NaN	NaN
NaN	413.0	I	21.03	0	0.029	VLT	NaN	days	AB	apparent	observer	NaN	NaN	https://ui.adsabs.harvard.edu/abs/2002A%26A...386..944S/abstract	True	NaN	NaN	NaN
NaN	417.0	B	22.57	0	0.05	VLT	NaN	days	AB	apparent	observer	NaN	NaN	https://ui.adsabs.harvard.edu/abs/2002A%26A...386..944S/abstract	True	NaN	NaN	NaN
NaN	417.0	V	22.16	0	0.025	VLT	NaN	days	AB	apparent	observer	NaN	NaN	https://ui.adsabs.harvard.edu/abs/2002A%26A...386..944S/abstract	True	NaN	NaN	NaN
NaN	417.0	R	21.32	0	0.03	VLT	NaN	days	AB	apparent	observer	NaN	NaN	https://ui.adsabs.harvard.edu/abs/2002A%26A...386..944S/abstract	True	NaN	NaN	NaN
NaN	417.0	I	21.13	0	0.036	VLT	NaN	days	AB	apparent	observer	NaN	NaN	https://ui.adsabs.harvard.edu/abs/2002A%26A...386..944S/abstract	True	NaN	NaN	NaN
NaN	470.0	V	22.86	0	0.032	VLT	NaN	days	AB	apparent	observer	NaN	NaN	https://ui.adsabs.harvard.edu/abs/2002A%26A...386..944S/abstract	True	NaN	NaN	NaN
NaN	470.0	R	22.21	0	0.052	VLT	NaN	days	AB	apparent	observer	NaN	NaN	https://ui.adsabs.harvard.edu/abs/2002A%26A...386..944S/abstract	True	NaN	NaN	NaN
NaN	470.0	I	22.08	0	0.099	VLT	NaN	days	AB	apparent	observer	NaN	NaN	https://ui.adsabs.harvard.edu/abs/2002A%26A...386..944S/abstract	True	NaN	NaN	NaN
NaN	503.0	B	23.53	0	0.043	VLT	NaN	days	AB	apparent	observer	NaN	NaN	https://ui.adsabs.harvard.edu/abs/2002A%26A...386..944S/abstract	True	NaN	NaN	NaN
NaN	503.0	V	23.07	0	0.067	VLT	NaN	days	AB	apparent	observer	NaN	NaN	https://ui.adsabs.harvard.edu/abs/2002A%26A...386..944S/abstract	True	NaN	NaN	NaN
NaN	503.0	R	22.59	0	0.041	VLT	NaN	days	AB	apparent	observer	NaN	NaN	https://ui.adsabs.harvard.edu/abs/2002A%26A...386..944S/abstract	True	NaN	NaN	NaN
NaN	503.0	I	22.5	0	0.103	VLT	NaN	days	AB	apparent	observer	NaN	NaN	https://ui.adsabs.harvard.edu/abs/2002A%26A...386..944S/abstract	True	NaN	NaN	NaN
NaN	538.0	V	23.43	0	0.33	VLT	NaN	days	AB	apparent	observer	NaN	NaN	https://ui.adsabs.harvard.edu/abs/2002A%26A...386..944S/abstract	True	NaN	NaN	NaN
NaN	538.0	R	23.05	0	0.082	VLT	NaN	days	AB	apparent	observer	NaN	NaN	https://ui.adsabs.harvard.edu/abs/2002A%26A...386..944S/abstract	True	NaN	NaN	NaN
NaN	538.0	I	23.25	0	0.465	VLT	NaN	days	AB	apparent	observer	NaN	NaN	https://ui.adsabs.harvard.edu/abs/2002A%26A...386..944S/abstract	True	NaN	NaN	NaN
NaN	706.0	B	25.1	1	NaN	VLT	NaN	days	AB	apparent	observer	NaN	NaN	https://ui.adsabs.harvard.edu/abs/2002A%26A...386..944S/abstract	True	NaN	NaN	NaN
NaN	706.0	V	25.1	1	NaN	VLT	NaN	days	AB	apparent	observer	NaN	NaN	https://ui.adsabs.harvard.edu/abs/2002A%26A...386..944S/abstract	True	NaN	NaN	NaN
NaN	706.0	R	25.1	1	NaN	VLT	NaN	days	AB	apparent	observer	NaN	NaN	https://ui.adsabs.harvard.edu/abs/2002A%26A...386..944S/abstract	True	NaN	NaN	NaN
NaN	706.0	I	24.7	1	NaN	VLT	NaN	days	AB	apparent	observer	NaN	NaN	https://ui.adsabs.harvard.edu/abs/2002A%26A...386..944S/abstract	True	NaN	NaN	NaN
1998-May-18.3	8.0	J	13.4	0	0.04	NTT+SofI	yyyy-month-deciday	days	apparent	arcsec	observer	NaN	NaN	https://ui.adsabs.harvard.edu/abs/2001ApJ...555..900P/abstract	NaN	NaN	0.7	observer
1998-May-18.3	8.0	H	13.35	0	0.04	NTT+SofI	yyyy-month-deciday	days	apparent	arcsec	observer	NaN	NaN	https://ui.adsabs.harvard.edu/abs/2001ApJ...555..900P/abstract	NaN	NaN	0.7	observer
1998-May-18.3	8.0	K	13.15	0	0.04	NTT+SofI	yyyy-month-deciday	days	apparent	arcsec	observer	NaN	NaN	https://ui.adsabs.harvard.edu/abs/2001ApJ...555..900P/abstract	NaN	NaN	0.7	observer
1998-Jun-12.3	33.0	J	14.41	0	0.04	NTT+SofI	yyyy-month-deciday	days	apparent	arcsec	observer	NaN	NaN	https://ui.adsabs.harvard.edu/abs/2001ApJ...555..900P/abstract	NaN	NaN	1.2	observer
1998-Jun-12.3	33.0	H	14.25	0	0.04	NTT+SofI	yyyy-month-deciday	days	apparent	arcsec	observer	NaN	NaN	https://ui.adsabs.harvard.edu/abs/2001ApJ...555..900P/abstract	NaN	NaN	1.2	observer
1998-Jun-12.3	33.0	K	14.2	0	0.04	NTT+SofI	yyyy-month-deciday	days	apparent	arcsec	observer	NaN	NaN	https://ui.adsabs.harvard.edu/abs/2001ApJ...555..900P/abstract	NaN	NaN	1.2	observer
1998-Jun-30.3	51.0	J	15.11	0	0.04	NTT+SofI	yyyy-month-deciday	days	apparent	arcsec	observer	NaN	NaN	https://ui.adsabs.harvard.edu/abs/2001ApJ...555..900P/abstract	NaN	NaN	0.9	observer
1998-Jun-30.3	51.0	H	14.98	0	0.04	NTT+SofI	yyyy-month-deciday	days	apparent	arcsec	observer	NaN	NaN	https://ui.adsabs.harvard.edu/abs/2001ApJ...555..900P/abstract	NaN	NaN	0.9	observer
1998-Jun-30.3	51.0	K	14.89	0	0.04	NTT+SofI	yyyy-month-deciday	days	apparent	arcsec	observer	NaN	NaN	https://ui.adsabs.harvard.edu/abs/2001ApJ...555..900P/abstract	NaN	NaN	0.9	observer
