date	date_unit	mag	dmag	mag_limit	mag_unit	mag_type	band	instrument	time	time_unit	time_frame	dtime
53793.13649	MJD	17.513	0.018	0	unspecified	apparent	V	NaN	8.987520092592593	days	observer	NaN
53793.13958	MJD	17.497	0.017	0	unspecified	apparent	r'	NaN	8.990610092592593	days	observer	NaN
53793.14191	MJD	17.546	0.019	0	unspecified	apparent	i'	NaN	8.992940092592592	days	observer	NaN
53793.14429	MJD	18.118	0.028	0	unspecified	apparent	B	NaN	8.995320092592593	days	observer	NaN
53794.1192	MJD	17.48	0.034	0	unspecified	apparent	r'	NaN	9.970230092592592	days	observer	NaN
53794.12153	MJD	17.495	0.08	0	unspecified	apparent	i'	NaN	9.972560092592593	days	observer	NaN
53794.14173	MJD	17.534	0.033	0	unspecified	apparent	i'	NaN	9.992760092592592	days	observer	NaN
53794.14412	MJD	18.083	0.066	0	unspecified	apparent	B	NaN	9.995150092592592	days	observer	NaN
53796.11329	MJD	17.458	0.019	0	unspecified	apparent	i'	NaN	11.964320092592592	days	observer	NaN
53796.11875	MJD	18.599	0.112	0	unspecified	apparent	U	NaN	11.969780092592591	days	observer	NaN
53796.12616	MJD	18.301	0.043	0	unspecified	apparent	B	NaN	11.977190092592592	days	observer	NaN
53797.11198	MJD	17.485	0.017	0	unspecified	apparent	r'	NaN	12.963010092592592	days	observer	NaN
53797.11431	MJD	17.457	0.019	0	unspecified	apparent	i'	NaN	12.965340092592593	days	observer	NaN
53797.11672	MJD	17.593	0.021	0	unspecified	apparent	V	NaN	12.967750092592592	days	observer	NaN
53797.11978	MJD	18.679	0.054	0	unspecified	apparent	U	NaN	12.970810092592592	days	observer	NaN
53797.12719	MJD	18.386	0.033	0	unspecified	apparent	B	NaN	12.978220092592592	days	observer	NaN
53798.145	MJD	16.635	0.037	0	unspecified	apparent	H	NaN	13.996030092592592	days	observer	NaN
53798.145	MJD	16.879	0.018	0	unspecified	apparent	J	NaN	13.996030092592592	days	observer	NaN
53798.145	MJD	16.769	0.08	0	unspecified	apparent	Ks	NaN	13.996030092592592	days	observer	NaN
53798.1483	MJD	17.656	0.025	0	unspecified	apparent	V	NaN	13.999330092592592	days	observer	NaN
53798.15362	MJD	17.519	0.025	0	unspecified	apparent	r'	NaN	14.004650092592591	days	observer	NaN
53798.15591	MJD	17.47	0.024	0	unspecified	apparent	i'	NaN	14.006940092592592	days	observer	NaN
53798.15831	MJD	18.656	0.059	0	unspecified	apparent	B	NaN	14.009340092592591	days	observer	NaN
53798.16206	MJD	18.738	0.058	0	unspecified	apparent	U	NaN	14.013090092592591	days	observer	NaN
53805.1106	MJD	17.796	0.061	0	unspecified	apparent	i'	NaN	20.961630092592596	days	observer	NaN
53807.10538	MJD	18.134	0.057	0	unspecified	apparent	r'	NaN	22.95641009259259	days	observer	NaN
53807.1077	MJD	17.844	0.041	0	unspecified	apparent	i'	NaN	22.958730092592592	days	observer	NaN
53807.12058	MJD	19.902	0.341	0	unspecified	apparent	B	NaN	22.97161009259259	days	observer	NaN
53808.10686	MJD	18.23	0.052	0	unspecified	apparent	r'	NaN	23.957890092592592	days	observer	NaN
53808.10917	MJD	18.0	0.051	0	unspecified	apparent	i'	NaN	23.960200092592597	days	observer	NaN
53808.11157	MJD	18.756	0.107	0	unspecified	apparent	V	NaN	23.96260009259259	days	observer	NaN
53808.12201	MJD	19.88	0.387	0	unspecified	apparent	B	NaN	23.973040092592598	days	observer	NaN
53809.09959	MJD	18.877	0.15	0	unspecified	apparent	V	NaN	24.950620092592597	days	observer	NaN
53809.10495	MJD	18.203	0.053	0	unspecified	apparent	r'	NaN	24.955980092592597	days	observer	NaN
53809.10728	MJD	18.088	0.064	0	unspecified	apparent	i'	NaN	24.958310092592598	days	observer	NaN
53809.12296	MJD	18.019	0.097	0	unspecified	apparent	i'	NaN	24.973990092592597	days	observer	NaN
53810.10539	MJD	18.097	0.038	0	unspecified	apparent	i'	NaN	25.95642009259259	days	observer	NaN
53810.11451	MJD	18.401	0.045	0	unspecified	apparent	r'	NaN	25.965540092592597	days	observer	NaN
53810.11683	MJD	18.069	0.039	0	unspecified	apparent	i'	NaN	25.96786009259259	days	observer	NaN
53813.11037	MJD	18.516	0.059	0	unspecified	apparent	r'	NaN	28.961400092592594	days	observer	NaN
53813.1127	MJD	18.266	0.045	0	unspecified	apparent	i'	NaN	28.96373009259259	days	observer	NaN
53817.11058	MJD	18.777	0.067	0	unspecified	apparent	r'	NaN	32.96161009259259	days	observer	NaN
53817.11534	MJD	19.361	0.108	0	unspecified	apparent	V	NaN	32.96637009259259	days	observer	NaN
53817.12579	MJD	20.725	0.273	0	unspecified	apparent	B	NaN	32.97682009259259	days	observer	NaN
53818.12613	MJD	18.54	0.223	0	unspecified	apparent	i'	NaN	33.97716009259259	days	observer	NaN
53820.11977	MJD	19.046	0.07	0	unspecified	apparent	r'	NaN	35.97080009259259	days	observer	NaN
53820.12208	MJD	18.979	0.068	0	unspecified	apparent	i'	NaN	35.97311009259259	days	observer	NaN
