time	integration	mag	mag_limit	dmag	band	instrument	integration_unit	time_unit	time_frame	mag_unit	mag_type	extinction_corrected	dtime	reference
0.0354		18.35	0	0.1	g	FTN		days	observer	AB	apparent	False		https://ui.adsabs.harvard.edu/abs/2014A%26A...568A..19C/abstract
0.0564		19.16	0	0.08	g	FTN		days	observer	AB	apparent	False		https://ui.adsabs.harvard.edu/abs/2014A%26A...568A..19C/abstract
0.0788		19.56	0	0.08	g	FTN		days	observer	AB	apparent	False		https://ui.adsabs.harvard.edu/abs/2014A%26A...568A..19C/abstract
0.6564		25.14	0	0.67	g	TNG		days	observer	AB	apparent	False		https://ui.adsabs.harvard.edu/abs/2014A%26A...568A..19C/abstract
0.7683		24.0	0	0.11	g	GTC		days	observer	AB	apparent	False		https://ui.adsabs.harvard.edu/abs/2014A%26A...568A..19C/abstract
18.6095		24.44	0	0.06	g	GTC		days	observer	AB	apparent	False		https://ui.adsabs.harvard.edu/abs/2014A%26A...568A..19C/abstract
24.6329		24.58	0	0.12	g	GTC		days	observer	AB	apparent	False		https://ui.adsabs.harvard.edu/abs/2014A%26A...568A..19C/abstract
189.3991		24.44	0	0.15	g	GTC		days	observer	AB	apparent	False		https://ui.adsabs.harvard.edu/abs/2014A%26A...568A..19C/abstract
0.7629		23.56	0	0.08	r	GTC		days	observer	AB	apparent	False		https://ui.adsabs.harvard.edu/abs/2014A%26A...568A..19C/abstract
8.7604		24.11	0	0.11	r	GTC		days	observer	AB	apparent	False		https://ui.adsabs.harvard.edu/abs/2014A%26A...568A..19C/abstract
18.5914		23.93	0	0.09	r	GTC		days	observer	AB	apparent	False		https://ui.adsabs.harvard.edu/abs/2014A%26A...568A..19C/abstract
20.5592		23.97	0	0.09	r	GTC		days	observer	AB	apparent	False		https://ui.adsabs.harvard.edu/abs/2014A%26A...568A..19C/abstract
189.3824		24.05	0	0.07	r	GTC		days	observer	AB	apparent	False		https://ui.adsabs.harvard.edu/abs/2014A%26A...568A..19C/abstract
0.0068		15.47	0	0.06	i	FTN		days	observer	AB	apparent	False		https://ui.adsabs.harvard.edu/abs/2014A%26A...568A..19C/abstract
0.0102		16.13	0	0.06	i	FTN		days	observer	AB	apparent	False		https://ui.adsabs.harvard.edu/abs/2014A%26A...568A..19C/abstract
0.0142		16.44	0	0.06	i	FTN		days	observer	AB	apparent	False		https://ui.adsabs.harvard.edu/abs/2014A%26A...568A..19C/abstract
0.0202		16.88	0	0.07	i	FTN		days	observer	AB	apparent	False		https://ui.adsabs.harvard.edu/abs/2014A%26A...568A..19C/abstract
0.0282		17.06	0	0.06	i	FTN		days	observer	AB	apparent	False		https://ui.adsabs.harvard.edu/abs/2014A%26A...568A..19C/abstract
0.0348		17.23	0	0.07	i	FTN		days	observer	AB	apparent	False		https://ui.adsabs.harvard.edu/abs/2014A%26A...568A..19C/abstract
0.0427		17.55	0	0.07	i	FTN		days	observer	AB	apparent	False		https://ui.adsabs.harvard.edu/abs/2014A%26A...568A..19C/abstract
0.0474		17.65	0	0.09	i	FTN		days	observer	AB	apparent	False		https://ui.adsabs.harvard.edu/abs/2014A%26A...568A..19C/abstract
0.0515		17.87	0	0.08	i	FTN		days	observer	AB	apparent	False		https://ui.adsabs.harvard.edu/abs/2014A%26A...568A..19C/abstract
0.0573		17.98	0	0.07	i	FTN		days	observer	AB	apparent	False		https://ui.adsabs.harvard.edu/abs/2014A%26A...568A..19C/abstract
0.0654		18.24	0	0.07	i	FTN		days	observer	AB	apparent	False		https://ui.adsabs.harvard.edu/abs/2014A%26A...568A..19C/abstract
0.0719		18.32	0	0.09	i	FTN		days	observer	AB	apparent	False		https://ui.adsabs.harvard.edu/abs/2014A%26A...568A..19C/abstract
0.0799		18.52	0	0.08	i	FTN		days	observer	AB	apparent	False		https://ui.adsabs.harvard.edu/abs/2014A%26A...568A..19C/abstract
0.6433		22.78	0	0.1	i	TNG		days	observer	AB	apparent	False		https://ui.adsabs.harvard.edu/abs/2014A%26A...568A..19C/abstract
0.6447		22.52	0	0.35	i	LT		days	observer	AB	apparent	False		https://ui.adsabs.harvard.edu/abs/2014A%26A...568A..19C/abstract
0.6468		22.64	0	0.1	i	TNG		days	observer	AB	apparent	False		https://ui.adsabs.harvard.edu/abs/2014A%26A...568A..19C/abstract
0.7575		23.24	0	0.06	i	GTC		days	observer	AB	apparent	False		https://ui.adsabs.harvard.edu/abs/2014A%26A...568A..19C/abstract
18.6275		23.66	0	0.07	i	GTC		days	observer	AB	apparent	False		https://ui.adsabs.harvard.edu/abs/2014A%26A...568A..19C/abstract
