time	band	mag	mag_limit	dmag	time_unit	mag_unit	mag_type	time_frame	extinction_corrected	dtime	instrument	reference	integration	dmag2	integration_unit	extincition_corrected
20.76262	r'	22.84	0	0.14	days	Vega	apparent	observer	False	NaN	RATIR	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	24320.0	0.14	seconds	NaN
29.75985	r'	23.55	0	0.17	days	Vega	apparent	observer	False	NaN	RATIR	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	22960.0	0.17	seconds	NaN
38.78882	r'	23.71	0	0.22	days	Vega	apparent	observer	False	NaN	RATIR	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	22800.0	0.22	seconds	NaN
154.28	r'	23.75	0	0.11	days	Vega	apparent	observer	False	NaN	GTC	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	540.0	0.11	seconds	NaN
0.02468	R_C	15.289	0	0.025	days	Vega	apparent	observer	False	NaN	PROMPT-SSO-3	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	80.0	0.024	seconds	NaN
0.02571	R_C	15.31	0	0.014	days	Vega	apparent	observer	False	NaN	PROMPT-SSO-3	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	80.0	0.014	seconds	NaN
0.027	R_C	15.4	0	0.016	days	Vega	apparent	observer	False	NaN	PROMPT-SSO-1	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	80.0	0.016	seconds	NaN
0.02801	R_C	15.443	0	0.016	days	Vega	apparent	observer	False	NaN	PROMPT-SSO-1	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	80.0	0.016	seconds	NaN
0.02906	R_C	15.56	0	0.018	days	Vega	apparent	observer	False	NaN	PROMPT-SSO-1	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	80.0	0.018	seconds	NaN
0.03012	R_C	15.59	0	0.018	days	Vega	apparent	observer	False	NaN	PROMPT-SSO-1	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	80.0	0.018	seconds	NaN
0.03117	R_C	15.673	0	0.017	days	Vega	apparent	observer	False	NaN	PROMPT-SSO-4	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	80.0	0.017	seconds	NaN
0.03221	R_C	15.721	0	0.018	days	Vega	apparent	observer	False	NaN	PROMPT-SSO-4	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	80.0	0.018	seconds	NaN
0.03325	R_C	15.697	0	0.017	days	Vega	apparent	observer	False	NaN	PROMPT-SSO-4	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	80.0	0.017	seconds	NaN
0.03431	R_C	15.723	0	0.018	days	Vega	apparent	observer	False	NaN	PROMPT-SSO-4	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	80.0	0.017	seconds	NaN
0.03536	R_C	15.666	0	0.02	days	Vega	apparent	observer	False	NaN	PROMPT-SSO-2	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	80.0	0.02	seconds	NaN
0.03639	R_C	15.771	0	0.022	days	Vega	apparent	observer	False	NaN	PROMPT-SSO-2	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	80.0	0.021	seconds	NaN
0.03742	R_C	15.788	0	0.02	days	Vega	apparent	observer	False	NaN	PROMPT-SSO-2	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	80.0	0.02	seconds	NaN
0.03846	R_C	15.857	0	0.024	days	Vega	apparent	observer	False	NaN	PROMPT-SSO-2	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	80.0	0.023	seconds	NaN
0.03954	R_C	15.866	0	0.021	days	Vega	apparent	observer	False	NaN	PROMPT-SSO-3	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	80.0	0.021	seconds	NaN
0.04058	R_C	15.871	0	0.023	days	Vega	apparent	observer	False	NaN	PROMPT-SSO-3	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	80.0	0.022	seconds	NaN
0.04161	R_C	15.886	0	0.021	days	Vega	apparent	observer	False	NaN	PROMPT-SSO-3	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	80.0	0.02	seconds	NaN
0.04265	R_C	15.894	0	0.019	days	Vega	apparent	observer	False	NaN	PROMPT-SSO-3	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	80.0	0.019	seconds	NaN
0.04368	R_C	15.908	0	0.021	days	Vega	apparent	observer	False	NaN	PROMPT-SSO-3	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	80.0	0.02	seconds	NaN
0.04472	R_C	15.937	0	0.02	days	Vega	apparent	observer	False	NaN	PROMPT-SSO-3	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	80.0	0.019	seconds	NaN
0.04575	R_C	15.897	0	0.019	days	Vega	apparent	observer	False	NaN	PROMPT-SSO-3	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	80.0	0.019	seconds	NaN
0.04699	R_C	15.866	0	0.022	days	Vega	apparent	observer	False	NaN	PROMPT-SSO-1	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	80.0	0.021	seconds	NaN
0.04803	R_C	15.851	0	0.021	days	Vega	apparent	observer	False	NaN	PROMPT-SSO-1	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	80.0	0.02	seconds	NaN
0.04907	R_C	15.89	0	0.021	days	Vega	apparent	observer	False	NaN	PROMPT-SSO-1	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	80.0	0.021	seconds	NaN
0.05009	R_C	15.897	0	0.021	days	Vega	apparent	observer	False	NaN	PROMPT-SSO-1	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	80.0	0.021	seconds	NaN
0.0511	R_C	15.899	0	0.022	days	Vega	apparent	observer	False	NaN	PROMPT-SSO-1	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	80.0	0.021	seconds	NaN
0.05215	R_C	15.981	0	0.022	days	Vega	apparent	observer	False	NaN	PROMPT-SSO-1	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	80.0	0.022	seconds	NaN
0.05319	R_C	15.992	0	0.023	days	Vega	apparent	observer	False	NaN	PROMPT-SSO-1	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	80.0	0.023	seconds	NaN
0.05448	R_C	16.014	0	0.019	days	Vega	apparent	observer	False	NaN	PROMPT-SSO-4	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	80.0	0.019	seconds	NaN
0.05552	R_C	16.026	0	0.02	days	Vega	apparent	observer	False	NaN	PROMPT-SSO-4	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	80.0	0.019	seconds	NaN
0.05655	R_C	16.019	0	0.02	days	Vega	apparent	observer	False	NaN	PROMPT-SSO-4	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	80.0	0.019	seconds	NaN
0.05758	R_C	16.04	0	0.019	days	Vega	apparent	observer	False	NaN	PROMPT-SSO-4	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	80.0	0.019	seconds	NaN
0.05866	R_C	16.083	0	0.02	days	Vega	apparent	observer	False	NaN	PROMPT-SSO-4	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	80.0	0.02	seconds	NaN
0.0597	R_C	16.163	0	0.022	days	Vega	apparent	observer	False	NaN	PROMPT-SSO-4	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	80.0	0.021	seconds	NaN
0.06075	R_C	16.13	0	0.021	days	Vega	apparent	observer	False	NaN	PROMPT-SSO-4	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	80.0	0.02	seconds	NaN
0.06194	R_C	16.152	0	0.024	days	Vega	apparent	observer	False	NaN	PROMPT-SSO-2	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	80.0	0.024	seconds	NaN
0.06297	R_C	16.178	0	0.026	days	Vega	apparent	observer	False	NaN	PROMPT-SSO-2	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	80.0	0.025	seconds	NaN
0.064	R_C	16.195	0	0.028	days	Vega	apparent	observer	False	NaN	PROMPT-SSO-2	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	80.0	0.027	seconds	NaN
0.06505	R_C	16.225	0	0.027	days	Vega	apparent	observer	False	NaN	PROMPT-SSO-2	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	80.0	0.026	seconds	NaN
0.06608	R_C	16.24	0	0.029	days	Vega	apparent	observer	False	NaN	PROMPT-SSO-2	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	80.0	0.029	seconds	NaN
0.06712	R_C	16.252	0	0.027	days	Vega	apparent	observer	False	NaN	PROMPT-SSO-2	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	80.0	0.027	seconds	NaN
0.06817	R_C	16.27	0	0.029	days	Vega	apparent	observer	False	NaN	PROMPT-SSO-2	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	80.0	0.028	seconds	NaN
0.06939	R_C	16.299	0	0.026	days	Vega	apparent	observer	False	NaN	PROMPT-SSO-3	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	80.0	0.025	seconds	NaN
0.07043	R_C	16.316	0	0.026	days	Vega	apparent	observer	False	NaN	PROMPT-SSO-3	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	80.0	0.026	seconds	NaN
0.07146	R_C	16.362	0	0.027	days	Vega	apparent	observer	False	NaN	PROMPT-SSO-3	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	80.0	0.026	seconds	NaN
0.07249	R_C	16.364	0	0.027	days	Vega	apparent	observer	False	NaN	PROMPT-SSO-3	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	80.0	0.026	seconds	NaN
0.07352	R_C	16.425	0	0.028	days	Vega	apparent	observer	False	NaN	PROMPT-SSO-3	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	80.0	0.027	seconds	NaN
0.07459	R_C	16.369	0	0.027	days	Vega	apparent	observer	False	NaN	PROMPT-SSO-3	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	80.0	0.027	seconds	NaN
0.0756	R_C	16.378	0	0.028	days	Vega	apparent	observer	False	NaN	PROMPT-SSO-3	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	80.0	0.027	seconds	NaN
0.07684	R_C	16.351	0	0.03	days	Vega	apparent	observer	False	NaN	PROMPT-SSO-1	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	80.0	0.029	seconds	NaN
0.07786	R_C	16.382	0	0.032	days	Vega	apparent	observer	False	NaN	PROMPT-SSO-1	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	80.0	0.031	seconds	NaN
0.07892	R_C	16.37	0	0.032	days	Vega	apparent	observer	False	NaN	PROMPT-SSO-1	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	80.0	0.031	seconds	NaN
0.07992	R_C	16.509	0	0.035	days	Vega	apparent	observer	False	NaN	PROMPT-SSO-1	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	80.0	0.034	seconds	NaN
0.08096	R_C	16.489	0	0.035	days	Vega	apparent	observer	False	NaN	PROMPT-SSO-1	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	80.0	0.034	seconds	NaN
0.08201	R_C	16.504	0	0.036	days	Vega	apparent	observer	False	NaN	PROMPT-SSO-1	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	80.0	0.035	seconds	NaN
0.08306	R_C	16.53	0	0.038	days	Vega	apparent	observer	False	NaN	PROMPT-SSO-1	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	80.0	0.036	seconds	NaN
0.0841	R_C	16.58	0	0.041	days	Vega	apparent	observer	False	NaN	PROMPT-SSO-1	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	80.0	0.039	seconds	NaN
0.08513	R_C	16.475	0	0.036	days	Vega	apparent	observer	False	NaN	PROMPT-SSO-1	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	80.0	0.035	seconds	NaN
0.08616	R_C	16.535	0	0.039	days	Vega	apparent	observer	False	NaN	PROMPT-SSO-1	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	80.0	0.038	seconds	NaN
0.08718	R_C	16.532	0	0.037	days	Vega	apparent	observer	False	NaN	PROMPT-SSO-1	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	80.0	0.036	seconds	NaN
0.08823	R_C	16.581	0	0.038	days	Vega	apparent	observer	False	NaN	PROMPT-SSO-1	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	80.0	0.037	seconds	NaN
0.08926	R_C	16.627	0	0.042	days	Vega	apparent	observer	False	NaN	PROMPT-SSO-1	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	80.0	0.04	seconds	NaN
0.09921	R_C	16.904	0	0.02	days	Vega	apparent	observer	False	NaN	PROMPT-SSO-4	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	400.0	0.02	seconds	NaN
0.10389	R_C	16.965	0	0.023	days	Vega	apparent	observer	False	NaN	PROMPT-SSO-4	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	320.0	0.022	seconds	NaN
0.10933	R_C	17.02	0	0.02	days	Vega	apparent	observer	False	NaN	PROMPT-SSO-2	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	480.0	0.02	seconds	NaN
0.11656	R_C	17.19	0	0.021	days	Vega	apparent	observer	False	NaN	PROMPT-SSO-2	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	640.0	0.02	seconds	NaN
0.12363	R_C	17.293	0	0.028	days	Vega	apparent	observer	False	NaN	PROMPT-SSO-3	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	400.0	0.027	seconds	NaN
0.12883	R_C	17.405	0	0.032	days	Vega	apparent	observer	False	NaN	PROMPT-SSO-3	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	400.0	0.031	seconds	NaN
0.13348	R_C	17.382	0	0.032	days	Vega	apparent	observer	False	NaN	PROMPT-SSO-3	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	320.0	0.031	seconds	NaN
0.13846	R_C	17.454	0	0.034	days	Vega	apparent	observer	False	NaN	PROMPT-SSO-1	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	400.0	0.033	seconds	NaN
0.14365	R_C	17.52	0	0.037	days	Vega	apparent	observer	False	NaN	PROMPT-SSO-1	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	400.0	0.036	seconds	NaN
0.14832	R_C	17.62	0	0.053	days	Vega	apparent	observer	False	NaN	PROMPT-SSO-1	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	320.0	0.05	seconds	NaN
0.15332	R_C	17.615	0	0.037	days	Vega	apparent	observer	False	NaN	PROMPT-SSO-4	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	400.0	0.035	seconds	NaN
0.15853	R_C	17.66	0	0.038	days	Vega	apparent	observer	False	NaN	PROMPT-SSO-4	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	400.0	0.037	seconds	NaN
0.16374	R_C	17.714	0	0.039	days	Vega	apparent	observer	False	NaN	PROMPT-SSO-4	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	400.0	0.037	seconds	NaN
0.16892	R_C	17.716	0	0.04	days	Vega	apparent	observer	False	NaN	PROMPT-SSO-4	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	400.0	0.039	seconds	NaN
0.1762	R_C	17.783	0	0.033	days	Vega	apparent	observer	False	NaN	PROMPT-SSO-4	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	720.0	0.032	seconds	NaN
0.18763	R_C	17.911	0	0.035	days	Vega	apparent	observer	False	NaN	PROMPT-SSO-2	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	1040.0	0.034	seconds	NaN
0.18764	R_C	17.95	0	0.035	days	Vega	apparent	observer	False	NaN	PROMPT-SSO-3	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	1040.0	0.034	seconds	NaN
0.21932	R_C	18.28	0	0.04	days	Vega	apparent	observer	False	NaN	Gissar/AZT-8	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	3240.0	0.04	seconds	NaN
0.6434	R_C	19.961	0	0.072	days	Vega	apparent	observer	False	NaN	Prompt4	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	6720.0	0.068	seconds	NaN
1.03897	R_C	20.574	0	0.177	days	Vega	apparent	observer	False	NaN	PROMPT-SSO-3	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	7380.0	0.153	seconds	NaN
1.1283	R_C	21.27	0	0.07	days	Vega	apparent	observer	False	NaN	MAO/AZT-22	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	600.0	0.07	seconds	NaN
1.14235	R_C	21.126	0	0.295	days	Vega	apparent	observer	False	NaN	PROMPT-SSO-3	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	7440.0	0.233	seconds	NaN
1.29475	R_C	21.26	0	0.07	days	Vega	apparent	observer	False	NaN	Chuguev/AZT-8	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	3240.0	0.07	seconds	NaN
1.61553	R_C	21.262	0	0.437	days	Vega	apparent	observer	False	NaN	Prompt4	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	3360.0	0.316	seconds	NaN
2.04105	R_C	22.2	0	0.09	days	Vega	apparent	observer	False	NaN	MAO/AZT-22	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	600.0	0.09	seconds	NaN
2.6349	R_C	21.697	0	0.441	days	Vega	apparent	observer	False	NaN	Prompt4	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	7200.0	0.319	seconds	NaN
82.58069	R_C	22.73	1	NaN	days	Vega	apparent	observer	False	NaN	Prompt4	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	6900.0	NaN	seconds	NaN
0.00779	C_{r}	13.67	0	0.07	days	Vega	apparent	observer	False	NaN	ISON-Ussuriysk/SANTEL-65	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	120.0	0.07	seconds	NaN
0.00928	C_{r}	13.45	0	0.1	days	Vega	apparent	observer	False	NaN	ISON-Ussuriysk/SANTEL-65	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	120.0	0.1	seconds	NaN
0.01078	C_{r}	13.73	0	0.11	days	Vega	apparent	observer	False	NaN	ISON-Ussuriysk/SANTEL-65	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	120.0	0.11	seconds	NaN
0.01226	C_{r}	13.88	0	0.11	days	Vega	apparent	observer	False	NaN	ISON-Ussuriysk/SANTEL-65	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	120.0	0.11	seconds	NaN
0.01374	C_{r}	14.08	0	0.07	days	Vega	apparent	observer	False	NaN	ISON-Ussuriysk/SANTEL-65	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	120.0	0.07	seconds	NaN
0.01523	C_{r}	14.15	0	0.07	days	Vega	apparent	observer	False	NaN	ISON-Ussuriysk/SANTEL-65	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	120.0	0.07	seconds	NaN
0.01672	C_{r}	14.48	0	0.04	days	Vega	apparent	observer	False	NaN	ISON-Ussuriysk/SANTEL-65	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	120.0	0.04	seconds	NaN
0.01821	C_{r}	14.62	0	0.05	days	Vega	apparent	observer	False	NaN	ISON-Ussuriysk/SANTEL-65	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	120.0	0.05	seconds	NaN
0.01969	C_{r}	14.76	0	0.04	days	Vega	apparent	observer	False	NaN	ISON-Ussuriysk/SANTEL-65	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	120.0	0.04	seconds	NaN
0.02118	C_{r}	14.96	0	0.04	days	Vega	apparent	observer	False	NaN	ISON-Ussuriysk/SANTEL-65	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	120.0	0.04	seconds	NaN
0.02266	C_{r}	15.11	0	0.04	days	Vega	apparent	observer	False	NaN	ISON-Ussuriysk/SANTEL-65	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	120.0	0.04	seconds	NaN
0.02414	C_{r}	15.22	0	0.03	days	Vega	apparent	observer	False	NaN	ISON-Ussuriysk/SANTEL-65	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	120.0	0.03	seconds	NaN
0.02564	C_{r}	15.26	0	0.03	days	Vega	apparent	observer	False	NaN	ISON-Ussuriysk/SANTEL-65	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	120.0	0.03	seconds	NaN
0.02712	C_{r}	15.37	0	0.04	days	Vega	apparent	observer	False	NaN	ISON-Ussuriysk/SANTEL-65	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	120.0	0.04	seconds	NaN
0.0286	C_{r}	15.46	0	0.04	days	Vega	apparent	observer	False	NaN	ISON-Ussuriysk/SANTEL-65	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	120.0	0.04	seconds	NaN
0.03008	C_{r}	15.57	0	0.04	days	Vega	apparent	observer	False	NaN	ISON-Ussuriysk/SANTEL-65	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	120.0	0.04	seconds	NaN
0.03159	C_{r}	15.67	0	0.04	days	Vega	apparent	observer	False	NaN	ISON-Ussuriysk/SANTEL-65	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	120.0	0.04	seconds	NaN
0.03307	C_{r}	15.69	0	0.03	days	Vega	apparent	observer	False	NaN	ISON-Ussuriysk/SANTEL-65	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	120.0	0.03	seconds	NaN
0.03455	C_{r}	15.64	0	0.03	days	Vega	apparent	observer	False	NaN	ISON-Ussuriysk/SANTEL-65	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	120.0	0.03	seconds	NaN
0.03603	C_{r}	15.69	0	0.04	days	Vega	apparent	observer	False	NaN	ISON-Ussuriysk/SANTEL-65	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	120.0	0.04	seconds	NaN
0.03751	C_{r}	15.71	0	0.04	days	Vega	apparent	observer	False	NaN	ISON-Ussuriysk/SANTEL-65	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	120.0	0.04	seconds	NaN
0.03899	C_{r}	15.8	0	0.03	days	Vega	apparent	observer	False	NaN	ISON-Ussuriysk/SANTEL-65	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	120.0	0.03	seconds	NaN
0.04049	C_{r}	15.85	0	0.04	days	Vega	apparent	observer	False	NaN	ISON-Ussuriysk/SANTEL-65	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	120.0	0.04	seconds	NaN
0.04198	C_{r}	15.86	0	0.03	days	Vega	apparent	observer	False	NaN	ISON-Ussuriysk/SANTEL-65	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	120.0	0.03	seconds	NaN
0.04345	C_{r}	15.88	0	0.04	days	Vega	apparent	observer	False	NaN	ISON-Ussuriysk/SANTEL-65	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	120.0	0.04	seconds	NaN
0.04494	C_{r}	15.85	0	0.03	days	Vega	apparent	observer	False	NaN	ISON-Ussuriysk/SANTEL-65	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	120.0	0.03	seconds	NaN
0.04645	C_{r}	15.84	0	0.04	days	Vega	apparent	observer	False	NaN	ISON-Ussuriysk/SANTEL-65	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	120.0	0.04	seconds	NaN
0.04795	C_{r}	15.83	0	0.03	days	Vega	apparent	observer	False	NaN	ISON-Ussuriysk/SANTEL-65	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	120.0	0.03	seconds	NaN
0.04943	C_{r}	15.83	0	0.03	days	Vega	apparent	observer	False	NaN	ISON-Ussuriysk/SANTEL-65	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	120.0	0.03	seconds	NaN
0.05094	C_{r}	15.94	0	0.04	days	Vega	apparent	observer	False	NaN	ISON-Ussuriysk/SANTEL-65	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	120.0	0.04	seconds	NaN
0.01538	C_{r}	14.25	0	0.02	days	Vega	apparent	observer	False	NaN	ISON-Ussuriysk/VT-50	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	30.0	0.02	seconds	NaN
0.01579	C_{r}	14.32	0	0.02	days	Vega	apparent	observer	False	NaN	ISON-Ussuriysk/VT-50	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	30.0	0.02	seconds	NaN
0.01619	C_{r}	14.36	0	0.02	days	Vega	apparent	observer	False	NaN	ISON-Ussuriysk/VT-50	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	30.0	0.02	seconds	NaN
0.0166	C_{r}	14.47	0	0.02	days	Vega	apparent	observer	False	NaN	ISON-Ussuriysk/VT-50	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	30.0	0.02	seconds	NaN
0.01701	C_{r}	14.54	0	0.02	days	Vega	apparent	observer	False	NaN	ISON-Ussuriysk/VT-50	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	30.0	0.02	seconds	NaN
0.01742	C_{r}	14.57	0	0.02	days	Vega	apparent	observer	False	NaN	ISON-Ussuriysk/VT-50	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	30.0	0.02	seconds	NaN
0.01782	C_{r}	14.6	0	0.02	days	Vega	apparent	observer	False	NaN	ISON-Ussuriysk/VT-50	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract	30.0	0.02	seconds	NaN
