time	integration	band	mag	mag_limit	dmag	flux_density	dflux_density	time_unit	integration_unit	mag_unit	mag_type	flux_density_unit	time_frame	extinction_corrected	dtime	instrument
22.93	5119	g	21.53	0	0.43	5.1	0.53	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
23.91	4959	g	21.46	0	0.43	4.78	0.59	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
23.91	6399	r	20.91	0	0.42	6.21	0.66	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
23.91	11519	i	20.86	0	0.42	7.29	0.54	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
24.99	1200	r	21.24	0	0.44	2.72	1.41	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
24.99	1200	i	20.92	0	0.43	6.83	1.54	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
25.9	4879	r	21.1	0	0.43	5.15	0.7	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
25.91	10000	i	20.91	0	0.42	6.82	0.58	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
25.91	4161	y	20.85	0	0.44	7.22	2.92	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
25.91	4228	Z	20.78	0	0.43	-0.23	1.43	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
25.92	5039	g	21.61	0	0.43	3.91	0.67	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
26.91	3839	g	21.69	0	0.43	0.0	0.44	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
26.92	5119	r	21.07	0	0.43	4.87	0.67	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
26.92	8960	i	20.86	0	0.42	7.12	0.57	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
26.92	3758	J	20.56	0	0.44	11.38	4.12	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
26.92	3758	Z	20.72	0	0.43	6.95	1.48	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
26.92	3758	y	20.84	0	0.44	3.92	2.48	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
27.9	5119	r	21.09	0	0.43	5.85	0.74	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
27.91	10240	i	20.96	0	0.42	6.13	0.58	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
27.91	4295	Z	20.84	0	0.43	0.76	1.29	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
27.91	4295	y	20.86	0	0.44	4.35	2.39	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
27.92	5119	g	21.64	0	0.43	3.39	0.73	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
28.9	4959	r	21.13	0	0.43	4.23	0.63	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
28.91	10080	i	20.91	0	0.42	6.33	0.55	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
28.91	4228	y	20.7	0	0.43	4.82	1.99	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
28.91	4228	Z	20.79	0	0.43	-0.11	1.18	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
28.92	5119	g	21.75	0	0.43	3.35	0.63	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
29.92	3520	r	21.15	0	0.43	4.92	0.66	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
29.93	7119	i	21.0	0	0.42	5.39	0.59	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
29.93	3020	Z	20.81	0	0.43	-1.4	1.53	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
29.94	3440	g	21.78	0	0.43	2.83	0.63	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
30.91	3199	g	21.9	0	0.43	2.35	0.63	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
30.91	4879	r	21.3	0	0.43	2.88	0.63	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
30.91	8080	i	20.97	0	0.42	5.52	0.57	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
30.91	3355	y	20.66	0	0.43	3.27	2.66	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
30.91	3422	Z	20.66	0	0.43	3.83	1.43	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
31.9	3680	g	21.82	0	0.43	2.53	0.53	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
31.9	5119	r	21.22	0	0.42	2.92	0.57	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
31.9	8800	i	21.0	0	0.42	5.3	0.54	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
31.91	3691	y	20.73	0	0.43	6.41	2.6	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
31.91	3691	Z	20.81	0	0.43	3.59	1.38	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
32.9	3440	g	21.83	0	0.43	2.21	0.54	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
32.91	4879	r	21.22	0	0.43	2.78	0.6	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
32.91	8319	i	21.01	0	0.42	5.33	0.57	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
32.91	3557	Z	20.74	0	0.43	2.95	1.64	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
33.9	3839	g	21.86	0	0.43	2.34	0.48	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
33.91	4800	r	21.32	0	0.43	2.93	0.93	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
33.91	8960	i	21.02	0	0.42	4.89	0.49	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
34.89	3839	g	21.91	0	0.43	2.23	0.48	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
34.9	8960	i	21.06	0	0.42	4.78	0.5	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
35.9	3839	g	21.95	0	0.43	1.58	0.49	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
35.9	8960	i	21.06	0	0.42	4.31	0.49	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
35.9	2160	r	21.23	0	0.44	3.3	1.5	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
36.89	3520	r	21.71	0	0.43	-0.7	0.77	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
36.9	8080	i	21.08	0	0.42	4.42	0.52	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
38.88	3839	r	21.33	0	0.43	2.55	0.58	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
38.89	7680	i	21.13	0	0.42	3.64	0.53	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
38.89	3221	Z	20.83	0	0.43	1.3	45.53	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
38.9	3839	g	22.07	0	0.43	1.24	0.51	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
39.9	7680	r	21.34	0	0.42	2.29	0.51	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
39.9	7680	i	21.14	0	0.42	3.8	0.49	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
39.9	6442	H	20.73	0	0.43	1.81	2.42	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
39.9	6442	y	20.93	0	0.43	2.26	0.94	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
42.92	2640	i	21.23	0	0.43	4.7	8.51	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
42.92	2214	Z	21.25	0	0.44	0.28	1.4	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
44.88	6399	g	21.98	0	0.43	1.37	0.48	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
44.88	6399	i	21.18	0	0.42	3.12	0.51	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
46.89	6560	r	21.41	0	0.43	1.81	0.56	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
46.89	6319	i	21.15	0	0.43	2.86	0.61	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
50.87	3680	g	22.11	0	0.43	1.12	0.56	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
50.87	3680	i	21.28	0	0.43	1.64	0.63	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
51.88	5119	r	21.41	0	0.43	0.83	0.56	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
51.88	5119	i	21.2	0	0.43	2.08	0.58	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
51.88	4295	y	21.06	0	0.43	3.62	1.61	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
52.9	2560	i	21.23	0	0.43	2.51	0.74	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
53.88	3839	r	21.36	0	0.43	2.56	0.63	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
53.88	3839	i	21.16	0	0.43	2.54	0.64	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
53.88	3221	y	21.13	0	0.44	2.27	1.56	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
54.88	4800	g	21.94	0	0.44	1.75	0.75	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
54.88	5119	i	21.29	0	0.43	1.82	0.62	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
54.88	2147	y	20.74	0	0.44	4.3	3.39	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
56.88	5119	r	21.54	0	0.43	-0.07	1.27	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
56.88	5119	i	21.16	0	0.43	2.96	0.72	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
56.88	4295	y	20.99	0	0.43	1.86	1.99	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
57.87	3839	i	21.4	0	0.43	0.99	0.83	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
58.87	3839	r	21.39	0	0.43	1.18	0.66	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
58.87	3839	i	21.15	0	0.43	2.11	0.68	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
58.87	3221	y	21.03	0	0.43	2.65	1.64	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
59.87	3839	g	22.19	0	0.43	0.5	0.5	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
59.87	3839	i	21.36	0	0.43	2.19	0.61	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
65.86	2560	i	21.33	0	0.43	1.71	0.67	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
65.86	2560	g	22.2	0	0.43	1.0	0.55	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
66.86	2480	i	21.43	0	0.43	1.61	0.88	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
66.86	2560	r	21.51	0	0.43	0.06	0.79	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
215.15	8479	r	21.6	0	0.43	0.2	0.52	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
215.15	8479	i	21.35	0	0.42	0.27	0.55	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
217.15	8880	g	22.26	0	0.43	0.1	0.47	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
217.15	8880	i	21.4	0	0.42	0.12	0.52	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
217.15	3691	Z	21.07	0	0.43	-0.67	1.2	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
219.14	4093	Z	21.17	0	0.43	1.71	1.18	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
219.14	9920	r	21.57	0	0.42	0.12	0.49	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
219.14	9920	i	21.41	0	0.42	0.63	0.51	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
221.11	6319	g	22.25	0	0.43	0.33	0.54	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
221.11	6560	i	21.46	0	0.43	0.31	0.79	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
223.14	10240	r	21.61	0	0.42	0.27	0.5	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
223.14	10240	i	21.45	0	0.42	0.83	0.53	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
223.14	4295	Z	20.99	0	0.43	1.61	1.32	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
229.14	4765	Z	21.06	0	0.43	-0.32	1.08	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
229.14	11040	g	22.26	0	0.43	0.18	0.47	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
229.14	11439	i	21.47	0	0.42	0.67	0.5	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
231.13	10479	i	21.38	0	0.43	0.65	0.61	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
231.13	10240	r	22.18	0	0.43	1.05	0.54	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
303.53	28254	y	21.16	0	0.43	1.31	0.75	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
303.53	28389	Z	21.06	0	0.43	-0.51	0.59	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
303.53	27986	J	21.36	0	0.43	2.1	0.93	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
303.53	28694	H	20.86	0	0.44	1.64	1.79	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
306.52	79599	r	21.58	0	0.42	0.26	0.46	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
314.0	145272	i	21.44	0	0.42	0.01	0.45	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
353.44	53200	g	22.25	0	0.42	0.1	0.45	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
1152.86	23439	r	21.57	0	0.42	0.0	0.44	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
1153.36	63920	i	21.46	0	0.42	-0.0	0.48	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
1153.36	28456	H	21.27	0	0.44	5.55	54.54	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
1153.36	28657	J	21.3	0	0.43	0.11	1.62	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
1153.36	29463	y	21.34	0	0.43	0.0	0.96	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
1153.36	29865	Z	21.21	0	0.43	0.05	0.73	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
1153.85	38160	g	22.21	0	0.42	0.0	0.44	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
