instrument	band	date	time	mag	mag_limit	dmag	dmag2	mag_unit	time_unit	date_unit
RTT	I	2728.4089476	0.42475	14.215	0	00.013	0.052	Unknown	days	MJD
RTT	R	2728.4092809	0.4250833	14.704	0	00.015	0.025	Unknown	days	MJD
RTT	B	2728.4096142	0.4254167	15.379	0	00.056	0.061	Unknown	days	MJD
RTT	V	2728.4099476	0.42575	15.018	0	00.022	0.031	Unknown	days	MJD
RTT	I	2728.4102809	0.4260833	14.213	0	00.013	0.052	Unknown	days	MJD
RTT	R	2728.4106142	0.4264167	14.711	0	00.014	0.024	Unknown	days	MJD
RTT	B	2728.4109476	0.42675	15.287	0	00.049	0.055	Unknown	days	MJD
RTT	V	2728.4112809	0.4270833	15.073	0	00.021	0.030	Unknown	days	MJD
RTT	I	2728.4116142	0.4274167	14.212	0	00.013	0.052	Unknown	days	MJD
RTT	R	2728.4119476	0.42775	14.684	0	00.013	0.024	Unknown	days	MJD
RTT	B	2728.4122809	0.4280833	15.352	0	00.049	0.055	Unknown	days	MJD
RTT	V	2728.4126142	0.4284167	15.074	0	00.021	0.030	Unknown	days	MJD
RTT	I	2728.4129476	0.42875	14.21	0	00.011	0.051	Unknown	days	MJD
RTT	R	2728.4132809	0.4290833	14.72	0	00.013	0.024	Unknown	days	MJD
RTT	B	2728.4136142	0.4294167	15.255	0	00.056	0.061	Unknown	days	MJD
RTT	V	2728.4139476	0.42975	15.062	0	00.023	0.032	Unknown	days	MJD
RTT	I	2728.4142392	0.4300417	14.224	0	00.012	0.051	Unknown	days	MJD
RTT	R	2728.4145726	0.430375	14.707	0	00.014	0.024	Unknown	days	MJD
RTT	V	2728.4152392	0.4310417	15.021	0	00.022	0.031	Unknown	days	MJD
RTT	I	2728.4156142	0.4314167	14.229	0	00.011	0.051	Unknown	days	MJD
RTT	R	2728.4159059	0.4317083	14.721	0	00.013	0.024	Unknown	days	MJD
RTT	B	2728.4162392	0.4320417	15.257	0	00.051	0.057	Unknown	days	MJD
RTT	V	2728.4165726	0.432375	14.953	0	00.024	0.032	Unknown	days	MJD
RTT	I	2728.4169059	0.4327083	14.222	0	00.012	0.051	Unknown	days	MJD
RTT	R	2728.4172392	0.4330417	14.708	0	00.014	0.024	Unknown	days	MJD
RTT	B	2728.4175726	0.433375	15.372	0	00.059	0.064	Unknown	days	MJD
RTT	V	2728.4179059	0.4337083	15.041	0	00.023	0.032	Unknown	days	MJD
RTT	I	2728.4182392	0.4340417	14.218	0	00.011	0.051	Unknown	days	MJD
RTT	R	2728.4185726	0.434375	14.702	0	00.013	0.024	Unknown	days	MJD
RTT	B	2728.4189059	0.4347083	15.346	0	00.049	0.055	Unknown	days	MJD
RTT	V	2728.4192392	0.4350417	15.029	0	00.022	0.031	Unknown	days	MJD
RTT	I	2728.4195726	0.435375	14.234	0	00.013	0.052	Unknown	days	MJD
RTT	R	2728.4199059	0.4357083	14.713	0	00.014	0.024	Unknown	days	MJD
RTT	B	2728.4202392	0.4360417	15.295	0	00.055	0.060	Unknown	days	MJD
RTT	V	2728.4205726	0.436375	15.028	0	00.023	0.032	Unknown	days	MJD
RTT	I	2728.4209059	0.4367083	14.235	0	00.012	0.051	Unknown	days	MJD
RTT	R	2728.4212392	0.4370417	14.748	0	00.014	0.024	Unknown	days	MJD
RTT	B	2728.4215309	0.4373333	15.142	0	00.064	0.069	Unknown	days	MJD
RTT	V	2728.4218642	0.4376667	15.037	0	00.021	0.030	Unknown	days	MJD
RTT	I	2728.4221976	0.438	14.237	0	00.013	0.052	Unknown	days	MJD
RTT	R	2728.4225309	0.4383333	14.716	0	00.013	0.024	Unknown	days	MJD
RTT	B	2728.4228642	0.4386667	15.26	0	00.060	0.065	Unknown	days	MJD
RTT	V	2728.4231976	0.439	15.03	0	00.024	0.032	Unknown	days	MJD
RTT	I	2728.4235309	0.4393333	14.234	0	00.012	0.051	Unknown	days	MJD
RTT	R	2728.4238642	0.4396667	14.733	0	00.014	0.024	Unknown	days	MJD
RTT	V	2728.4245309	0.4403333	15.079	0	00.022	0.031	Unknown	days	MJD
RTT	I	2728.4248642	0.4406667	14.225	0	00.013	0.052	Unknown	days	MJD
RTT	R	2728.4251976	0.441	14.721	0	00.013	0.024	Unknown	days	MJD
RTT	B	2728.4255309	0.4413333	15.303	0	00.054	0.059	Unknown	days	MJD
RTT	V	2728.4258642	0.4416667	15.064	0	00.022	0.031	Unknown	days	MJD
RTT	R	2728.4265309	0.4423333	14.723	0	00.014	0.024	Unknown	days	MJD
RTT	V	2728.4272392	0.4430417	15.079	0	00.022	0.031	Unknown	days	MJD
RTT	I	2728.4275726	0.443375	14.215	0	00.013	0.052	Unknown	days	MJD
RTT	R	2728.4279476	0.44375	14.773	0	00.013	0.024	Unknown	days	MJD
RTT	B	2728.4282809	0.4440833	15.322	0	00.056	0.061	Unknown	days	MJD
RTT	V	2728.4286559	0.4444583	15.06	0	00.023	0.032	Unknown	days	MJD
RTT	I	2728.4289892	0.4447917	14.248	0	00.012	0.051	Unknown	days	MJD
RTT	R	2728.4293226	0.445125	14.743	0	00.013	0.024	Unknown	days	MJD
RTT	B	2728.4296976	0.4455	15.161	0	00.056	0.061	Unknown	days	MJD
RTT	V	2728.4300309	0.4458333	15.095	0	00.021	0.030	Unknown	days	MJD
RTT	I	2728.4304059	0.4462083	14.273	0	00.012	0.051	Unknown	days	MJD
RTT	R	2728.4307392	0.4465417	14.745	0	00.013	0.024	Unknown	days	MJD
RTT	B	2728.4310726	0.446875	15.401	0	00.051	0.057	Unknown	days	MJD
RTT	V	2728.4314476	0.44725	15.084	0	00.023	0.032	Unknown	days	MJD
RTT	I	2728.4317809	0.4475833	14.251	0	00.013	0.052	Unknown	days	MJD
RTT	R	2728.4321559	0.4479583	14.74	0	00.014	0.024	Unknown	days	MJD
RTT	V	2728.4328642	0.4486667	15.1	0	00.020	0.030	Unknown	days	MJD
RTT	I	2728.4331976	0.449	14.27	0	00.012	0.051	Unknown	days	MJD
RTT	R	2728.4335309	0.4493333	14.726	0	00.014	0.024	Unknown	days	MJD
RTT	V	2728.4341976	0.45	15.078	0	00.022	0.031	Unknown	days	MJD
RTT	I	2728.4345309	0.4503333	14.271	0	00.012	0.051	Unknown	days	MJD
RTT	R	2728.4348642	0.4506667	14.751	0	00.013	0.024	Unknown	days	MJD
RTT	V	2728.4355309	0.4513333	15.088	0	00.023	0.032	Unknown	days	MJD
RTT	I	2728.4358642	0.4516667	14.265	0	00.012	0.051	Unknown	days	MJD
RTT	R	2728.4457809	0.4615833	14.808	0	00.014	0.024	Unknown	days	MJD
RTT	B	2728.4461142	0.4619167	15.372	0	00.061	0.066	Unknown	days	MJD
RTT	V	2728.4464476	0.46225	15.163	0	00.022	0.031	Unknown	days	MJD
RTT	I	2728.4467809	0.4625833	14.316	0	00.012	0.051	Unknown	days	MJD
RTT	R	2728.4471142	0.4629167	14.802	0	00.014	0.024	Unknown	days	MJD
RTT	B	2728.4474476	0.46325	15.387	0	00.050	0.056	Unknown	days	MJD
RTT	V	2728.4477809	0.4635833	15.128	0	00.023	0.032	Unknown	days	MJD
RTT	I	2728.4481142	0.4639167	14.315	0	00.013	0.052	Unknown	days	MJD
RTT	R	2728.4484476	0.46425	14.801	0	00.013	0.024	Unknown	days	MJD
RTT	V	2728.4491142	0.4649167	15.122	0	00.022	0.031	Unknown	days	MJD
RTT	I	2728.4494059	0.4652083	14.316	0	00.013	0.052	Unknown	days	MJD
RTT	R	2728.4497392	0.4655417	14.81	0	00.015	0.025	Unknown	days	MJD
RTT	B	2728.4500726	0.465875	15.417	0	00.058	0.063	Unknown	days	MJD
RTT	V	2728.4504059	0.4662083	15.095	0	00.022	0.031	Unknown	days	MJD
RTT	I	2728.4507392	0.4665417	14.332	0	00.012	0.051	Unknown	days	MJD
RTT	R	2728.4510726	0.466875	14.801	0	00.014	0.024	Unknown	days	MJD
RTT	B	2728.4514059	0.4672083	15.329	0	00.054	0.059	Unknown	days	MJD
RTT	V	2728.4517392	0.4675417	15.172	0	00.022	0.031	Unknown	days	MJD
RTT	I	2728.4520726	0.467875	14.334	0	00.013	0.052	Unknown	days	MJD
RTT	R	2728.4524059	0.4682083	14.815	0	00.014	0.024	Unknown	days	MJD
RTT	V	2728.4530309	0.4688333	15.179	0	00.022	0.031	Unknown	days	MJD
RTT	I	2728.4534059	0.4692083	14.328	0	00.013	0.052	Unknown	days	MJD
RTT	R	2728.4537392	0.4695417	14.825	0	00.013	0.024	Unknown	days	MJD
RTT	B	2728.4540309	0.4698333	15.421	0	00.059	0.064	Unknown	days	MJD
RTT	V	2728.4544059	0.4702083	15.176	0	00.024	0.032	Unknown	days	MJD
RTT	I	2728.4547392	0.4705417	14.328	0	00.012	0.051	Unknown	days	MJD
RTT	R	2728.4550726	0.470875	14.838	0	00.014	0.024	Unknown	days	MJD
RTT	B	2728.4554059	0.4712083	15.272	0	00.066	0.071	Unknown	days	MJD
RTT	V	2728.4557392	0.4715417	15.169	0	00.022	0.031	Unknown	days	MJD
RTT	I	2728.4560309	0.4718333	14.346	0	00.013	0.052	Unknown	days	MJD
RTT	R	2728.4566976	0.4725	14.825	0	00.008	0.022	Unknown	days	MJD
RTT	B	2728.4572392	0.4730417	15.445	0	00.024	0.035	Unknown	days	MJD
RTT	V	2728.4578226	0.473625	15.167	0	00.013	0.025	Unknown	days	MJD
RTT	I	2728.4583642	0.4741667	14.348	0	00.007	0.051	Unknown	days	MJD
RTT	R	2728.4589476	0.47475	14.842	0	00.008	0.022	Unknown	days	MJD
RTT	B	2728.4594892	0.4752917	15.427	0	00.024	0.035	Unknown	days	MJD
RTT	V	2728.4600726	0.475875	15.166	0	00.012	0.025	Unknown	days	MJD
RTT	I	2728.4606142	0.4764167	14.348	0	00.007	0.051	Unknown	days	MJD
RTT	R	2728.4611976	0.477	14.826	0	00.008	0.022	Unknown	days	MJD
RTT	B	2728.4617392	0.4775417	15.453	0	00.026	0.036	Unknown	days	MJD
RTT	V	2728.4623226	0.478125	15.18	0	00.013	0.025	Unknown	days	MJD
RTT	I	2728.4628642	0.4786667	14.358	0	00.007	0.051	Unknown	days	MJD
RTT	R	2728.4634476	0.47925	14.855	0	00.008	0.022	Unknown	days	MJD
RTT	B	2728.4639892	0.4797917	15.424	0	00.026	0.036	Unknown	days	MJD
RTT	V	2728.4645726	0.480375	15.174	0	00.012	0.025	Unknown	days	MJD
RTT	I	2728.4651142	0.4809167	14.368	0	00.007	0.051	Unknown	days	MJD
RTT	R	2728.4656976	0.4815	14.864	0	00.008	0.022	Unknown	days	MJD
RTT	B	2728.4662392	0.4820417	15.418	0	00.025	0.035	Unknown	days	MJD
RTT	V	2728.4668226	0.482625	15.205	0	00.012	0.025	Unknown	days	MJD
RTT	I	2728.4673642	0.4831667	14.368	0	00.007	0.051	Unknown	days	MJD
RTT	R	2728.4679476	0.48375	14.857	0	00.008	0.022	Unknown	days	MJD
RTT	B	2728.4684892	0.4842917	15.435	0	00.027	0.037	Unknown	days	MJD
RTT	V	2728.4690726	0.484875	15.189	0	00.013	0.025	Unknown	days	MJD
RTT	I	2728.4696142	0.4854167	14.391	0	00.007	0.051	Unknown	days	MJD
RTT	R	2728.4701976	0.486	14.873	0	00.008	0.022	Unknown	days	MJD
RTT	B	2728.4707392	0.4865417	15.464	0	00.026	0.036	Unknown	days	MJD
RTT	V	2728.4713226	0.487125	15.186	0	00.012	0.025	Unknown	days	MJD
RTT	I	2728.4718642	0.4876667	14.396	0	00.007	0.051	Unknown	days	MJD
RTT	R	2728.4724476	0.48825	14.882	0	00.008	0.022	Unknown	days	MJD
RTT	B	2728.4729892	0.4887917	15.459	0	00.028	0.037	Unknown	days	MJD
RTT	V	2728.4735726	0.489375	15.211	0	00.012	0.025	Unknown	days	MJD
RTT	I	2728.4741142	0.4899167	14.396	0	00.007	0.051	Unknown	days	MJD
RTT	R	2728.4746976	0.4905	14.895	0	00.008	0.022	Unknown	days	MJD
RTT	B	2728.4752392	0.4910417	15.512	0	00.026	0.036	Unknown	days	MJD
RTT	V	2728.4758226	0.491625	15.2	0	00.012	0.025	Unknown	days	MJD
RTT	I	2728.4763642	0.4921667	14.404	0	00.007	0.051	Unknown	days	MJD
RTT	R	2728.4769476	0.49275	14.901	0	00.008	0.022	Unknown	days	MJD
RTT	B	2728.4774892	0.4932917	15.471	0	00.028	0.037	Unknown	days	MJD
RTT	V	2728.4780309	0.4938333	15.218	0	00.012	0.025	Unknown	days	MJD
RTT	I	2728.4786142	0.4944167	14.4	0	00.007	0.051	Unknown	days	MJD
RTT	R	2728.4791559	0.4949583	14.908	0	00.008	0.022	Unknown	days	MJD
RTT	B	2728.4797392	0.4955417	15.551	0	00.025	0.035	Unknown	days	MJD
RTT	V	2728.4802809	0.4960833	15.233	0	00.012	0.025	Unknown	days	MJD
RTT	I	2728.4808642	0.4966667	14.419	0	00.007	0.051	Unknown	days	MJD
RTT	R	2728.4814059	0.4972083	14.917	0	00.008	0.022	Unknown	days	MJD
RTT	B	2728.4819892	0.4977917	15.487	0	00.025	0.035	Unknown	days	MJD
RTT	V	2728.4825309	0.4983333	15.227	0	00.012	0.025	Unknown	days	MJD
RTT	I	2728.4831142	0.4989167	14.418	0	00.007	0.051	Unknown	days	MJD
RTT	R	2728.4836976	0.4995	14.904	0	00.008	0.022	Unknown	days	MJD
RTT	B	2728.4842392	0.5000417	15.505	0	00.026	0.036	Unknown	days	MJD
RTT	V	2728.4848226	0.500625	15.222	0	00.012	0.025	Unknown	days	MJD
RTT	I	2728.4853642	0.5011667	14.431	0	00.007	0.051	Unknown	days	MJD
RTT	R	2728.4859476	0.50175	14.919	0	00.008	0.022	Unknown	days	MJD
RTT	B	2728.4864892	0.5022917	15.517	0	00.027	0.037	Unknown	days	MJD
RTT	V	2728.4870726	0.502875	15.28	0	00.013	0.025	Unknown	days	MJD
RTT	I	2728.4876142	0.5034167	14.437	0	00.007	0.051	Unknown	days	MJD
RTT	R	2728.4881976	0.504	14.943	0	00.008	0.022	Unknown	days	MJD
RTT	B	2728.4887392	0.5045417	15.527	0	00.030	0.039	Unknown	days	MJD
RTT	V	2728.4893226	0.505125	15.259	0	00.012	0.025	Unknown	days	MJD
RTT	I	2728.4898642	0.5056667	14.434	0	00.007	0.051	Unknown	days	MJD
RTT	R	2728.4904059	0.5062083	14.928	0	00.008	0.022	Unknown	days	MJD
RTT	B	2728.4909892	0.5067917	15.568	0	00.026	0.036	Unknown	days	MJD
RTT	V	2728.4915726	0.507375	15.282	0	00.012	0.025	Unknown	days	MJD
RTT	I	2728.4921142	0.5079167	14.461	0	00.007	0.051	Unknown	days	MJD
RTT	R	2728.4926976	0.5085	14.951	0	00.008	0.022	Unknown	days	MJD
RTT	B	2728.4932392	0.5090417	15.514	0	00.028	0.037	Unknown	days	MJD
RTT	V	2728.4938226	0.509625	15.295	0	00.013	0.025	Unknown	days	MJD
RTT	I	2728.4943642	0.5101667	14.457	0	00.007	0.051	Unknown	days	MJD
RTT	R	2728.4949476	0.51075	14.957	0	00.008	0.022	Unknown	days	MJD
RTT	B	2728.4954892	0.5112917	15.551	0	00.028	0.037	Unknown	days	MJD
RTT	V	2728.4960726	0.511875	15.28	0	00.013	0.025	Unknown	days	MJD
RTT	I	2728.4966142	0.5124167	14.456	0	00.007	0.051	Unknown	days	MJD
RTT	R	2728.4971976	0.513	14.942	0	00.008	0.022	Unknown	days	MJD
RTT	B	2728.4977392	0.5135417	15.539	0	00.028	0.037	Unknown	days	MJD
RTT	V	2728.4983226	0.514125	15.303	0	00.013	0.025	Unknown	days	MJD
RTT	I	2728.4988642	0.5146667	14.474	0	00.007	0.051	Unknown	days	MJD
RTT	R	2728.4994476	0.51525	14.964	0	00.008	0.022	Unknown	days	MJD
RTT	B	2728.4999892	0.5157917	15.556	0	00.027	0.037	Unknown	days	MJD
RTT	V	2728.5005726	0.516375	15.277	0	00.012	0.025	Unknown	days	MJD
RTT	I	2728.5011142	0.5169167	14.474	0	00.007	0.051	Unknown	days	MJD
RTT	R	2728.5016976	0.5175	14.979	0	00.008	0.022	Unknown	days	MJD
RTT	B	2728.5022392	0.5180417	15.6	0	00.027	0.037	Unknown	days	MJD
RTT	V	2728.5028226	0.518625	15.307	0	00.013	0.025	Unknown	days	MJD
RTT	R	2728.5049892	0.5207917	14.977	0	00.008	0.022	Unknown	days	MJD
RTT	B	2728.5055309	0.5213333	15.546	0	00.028	0.037	Unknown	days	MJD
RTT	V	2728.5061142	0.5219167	15.28	0	00.013	0.025	Unknown	days	MJD
RTT	I	2728.5066559	0.5224583	14.488	0	00.007	0.051	Unknown	days	MJD
RTT	R	2728.5072392	0.5230417	14.993	0	00.008	0.022	Unknown	days	MJD
RTT	B	2728.5078226	0.523625	15.607	0	00.027	0.037	Unknown	days	MJD
RTT	V	2728.5083642	0.5241667	15.307	0	00.013	0.025	Unknown	days	MJD
RTT	I	2728.5089476	0.52475	14.5	0	00.007	0.051	Unknown	days	MJD
RTT	R	2728.5094892	0.5252917	14.996	0	00.008	0.022	Unknown	days	MJD
RTT	B	2728.5100726	0.525875	15.593	0	00.027	0.037	Unknown	days	MJD
RTT	V	2728.5106142	0.5264167	15.312	0	00.012	0.025	Unknown	days	MJD
RTT	I	2728.5111976	0.527	14.503	0	00.007	0.051	Unknown	days	MJD
RTT	R	2728.5117392	0.5275417	15.0	0	00.008	0.022	Unknown	days	MJD
RTT	B	2728.5122809	0.5280833	15.603	0	00.026	0.036	Unknown	days	MJD
RTT	V	2728.5128642	0.5286667	15.318	0	00.012	0.025	Unknown	days	MJD
RTT	I	2728.5134476	0.52925	14.514	0	00.007	0.051	Unknown	days	MJD
RTT	R	2728.5139892	0.5297917	14.995	0	00.008	0.022	Unknown	days	MJD
RTT	B	2728.5145726	0.530375	15.569	0	00.028	0.037	Unknown	days	MJD
RTT	V	2728.5151142	0.5309167	15.35	0	00.013	0.025	Unknown	days	MJD
RTT	I	2728.5156976	0.5315	14.518	0	00.007	0.051	Unknown	days	MJD
RTT	R	2728.5162392	0.5320417	15.01	0	00.008	0.022	Unknown	days	MJD
RTT	B	2728.5168226	0.532625	15.623	0	00.030	0.039	Unknown	days	MJD
RTT	V	2728.5173642	0.5331667	15.315	0	00.013	0.025	Unknown	days	MJD
RTT	I	2728.5179476	0.53375	14.521	0	00.007	0.051	Unknown	days	MJD
RTT	R	2728.5184892	0.5342917	15.029	0	00.008	0.022	Unknown	days	MJD
RTT	B	2728.5190726	0.534875	15.616	0	00.029	0.038	Unknown	days	MJD
RTT	V	2728.5196142	0.5354167	15.359	0	00.012	0.025	Unknown	days	MJD
RTT	I	2728.5201976	0.536	14.527	0	00.008	0.051	Unknown	days	MJD
RTT	R	2728.5207392	0.5365417	15.025	0	00.008	0.022	Unknown	days	MJD
RTT	B	2728.5213226	0.537125	15.687	0	00.029	0.038	Unknown	days	MJD
RTT	V	2728.5218642	0.5376667	15.335	0	00.012	0.025	Unknown	days	MJD
RTT	I	2728.5224476	0.53825	14.552	0	00.007	0.051	Unknown	days	MJD
RTT	R	2728.5229892	0.5387917	15.048	0	00.008	0.022	Unknown	days	MJD
RTT	B	2728.5235726	0.539375	15.687	0	00.028	0.037	Unknown	days	MJD
RTT	V	2728.5241142	0.5399167	15.384	0	00.012	0.025	Unknown	days	MJD
RTT	I	2728.5246976	0.5405	14.56	0	00.008	0.051	Unknown	days	MJD
RTT	R	2728.5252392	0.5410417	15.037	0	00.008	0.022	Unknown	days	MJD
RTT	B	2728.5258226	0.541625	15.593	0	00.032	0.041	Unknown	days	MJD
RTT	V	2728.5263642	0.5421667	15.367	0	00.013	0.025	Unknown	days	MJD
RTT	I	2728.5269476	0.54275	14.559	0	00.007	0.051	Unknown	days	MJD
RTT	R	2728.5274892	0.5432917	15.065	0	00.008	0.022	Unknown	days	MJD
RTT	B	2728.5280726	0.543875	15.707	0	00.027	0.037	Unknown	days	MJD
RTT	V	2728.5286142	0.5444167	15.399	0	00.013	0.025	Unknown	days	MJD
RTT	I	2728.5291559	0.5449583	14.555	0	00.007	0.051	Unknown	days	MJD
RTT	R	2728.5297392	0.5455417	15.061	0	00.008	0.022	Unknown	days	MJD
RTT	B	2728.5303226	0.546125	15.646	0	00.029	0.038	Unknown	days	MJD
RTT	V	2728.5308642	0.5466667	15.371	0	00.013	0.025	Unknown	days	MJD
RTT	I	2728.5314476	0.54725	14.576	0	00.007	0.051	Unknown	days	MJD
RTT	R	2728.5319892	0.5477917	15.059	0	00.008	0.022	Unknown	days	MJD
RTT	B	2728.5325726	0.548375	15.697	0	00.032	0.041	Unknown	days	MJD
RTT	V	2728.5331142	0.5489167	15.397	0	00.013	0.025	Unknown	days	MJD
RTT	I	2728.5336976	0.5495	14.59	0	00.007	0.051	Unknown	days	MJD
RTT	R	2728.5342392	0.5500417	15.062	0	00.008	0.022	Unknown	days	MJD
RTT	B	2728.5348226	0.550625	15.746	0	00.031	0.040	Unknown	days	MJD
RTT	V	2728.5353642	0.5511667	15.388	0	00.014	0.026	Unknown	days	MJD
RTT	I	2728.5359476	0.55175	14.575	0	00.007	0.051	Unknown	days	MJD
RTT	R	2728.5364892	0.5522917	15.063	0	00.009	0.022	Unknown	days	MJD
RTT	B	2728.5370726	0.552875	15.704	0	00.031	0.040	Unknown	days	MJD
RTT	V	2728.5376142	0.5534167	15.399	0	00.013	0.025	Unknown	days	MJD
RTT	I	2728.5381976	0.554	14.59	0	00.008	0.051	Unknown	days	MJD
RTT	R	2728.5387392	0.5545417	15.082	0	00.009	0.022	Unknown	days	MJD
RTT	B	2728.5393226	0.555125	15.741	0	00.030	0.039	Unknown	days	MJD
RTT	V	2728.5398642	0.5556667	15.398	0	00.014	0.026	Unknown	days	MJD
RTT	I	2728.5404476	0.55625	14.563	0	00.008	0.051	Unknown	days	MJD
RTT	R	2728.5409892	0.5567917	15.099	0	00.008	0.022	Unknown	days	MJD
RTT	V	2728.5421142	0.5579167	15.435	0	00.014	0.026	Unknown	days	MJD
RTT	I	2728.5426976	0.5585	14.594	0	00.009	0.051	Unknown	days	MJD
RTT	R	2728.5432392	0.5590417	15.066	0	00.009	0.022	Unknown	days	MJD
RTT	B	2728.5438226	0.559625	15.706	0	00.032	0.041	Unknown	days	MJD
RTT	V	2728.5443642	0.5601667	15.429	0	00.014	0.026	Unknown	days	MJD
RTT	I	2728.5449476	0.56075	14.596	0	00.008	0.051	Unknown	days	MJD
RTT	R	2728.5454892	0.5612917	15.089	0	00.009	0.022	Unknown	days	MJD
RTT	B	2728.5460726	0.561875	15.783	0	00.032	0.041	Unknown	days	MJD
RTT	V	2728.5466142	0.5624167	15.415	0	00.014	0.026	Unknown	days	MJD
RTT	I	2728.5471976	0.563	14.577	0	00.008	0.051	Unknown	days	MJD
RTT	R	2728.5477392	0.5635417	15.112	0	00.009	0.022	Unknown	days	MJD
RTT	B	2728.5483226	0.564125	15.665	0	00.037	0.045	Unknown	days	MJD
RTT	V	2728.5488642	0.5646667	15.424	0	00.015	0.027	Unknown	days	MJD
RTT	I	2728.5494476	0.56525	14.603	0	00.008	0.051	Unknown	days	MJD
RTT	R	2728.5499892	0.5657917	15.106	0	00.009	0.022	Unknown	days	MJD
RTT	B	2728.5505309	0.5663333	15.66	0	00.033	0.041	Unknown	days	MJD
RTT	V	2728.5511142	0.5669167	15.429	0	00.014	0.026	Unknown	days	MJD
RTT	I	2728.5516976	0.5675	14.608	0	00.007	0.051	Unknown	days	MJD
RTT	R	2728.5522392	0.5680417	15.124	0	00.008	0.022	Unknown	days	MJD
RTT	V	2728.5533642	0.5691667	15.478	0	00.015	0.027	Unknown	days	MJD
RTT	I	2728.5539476	0.56975	14.615	0	00.008	0.051	Unknown	days	MJD
RTT	R	2728.5544892	0.5702917	15.132	0	00.009	0.022	Unknown	days	MJD
RTT	B	2728.5550726	0.570875	15.761	0	00.036	0.044	Unknown	days	MJD
RTT	V	2728.5556142	0.5714167	15.455	0	00.015	0.027	Unknown	days	MJD
RTT	I	2728.5561559	0.5719583	14.622	0	00.007	0.051	Unknown	days	MJD
RTT	R	2728.5567392	0.5725417	15.116	0	00.009	0.022	Unknown	days	MJD
RTT	B	2728.5572809	0.5730833	15.783	0	00.035	0.043	Unknown	days	MJD
RTT	V	2728.5578642	0.5736667	15.44	0	00.014	0.026	Unknown	days	MJD
RTT	I	2728.5584059	0.5742083	14.625	0	00.007	0.051	Unknown	days	MJD
RTT	R	2728.5589892	0.5747917	15.117	0	00.009	0.022	Unknown	days	MJD
RTT	B	2728.5595309	0.5753333	15.734	0	00.031	0.040	Unknown	days	MJD
RTT	V	2728.5601142	0.5759167	15.464	0	00.014	0.026	Unknown	days	MJD
RTT	I	2728.5606559	0.5764583	14.634	0	00.008	0.051	Unknown	days	MJD
RTT	R	2728.5612392	0.5770417	15.136	0	00.009	0.022	Unknown	days	MJD
RTT	B	2728.5618226	0.577625	15.792	0	00.037	0.045	Unknown	days	MJD
RTT	V	2728.5623642	0.5781667	15.47	0	00.015	0.027	Unknown	days	MJD
RTT	I	2728.5629059	0.5787083	14.648	0	00.008	0.051	Unknown	days	MJD
CTIO	B	2730.6483	2.6641	17.671	0	0.006	0.021	Unknown	days	MJD
CTIO	V	2730.6569	2.6727	17.263	0	0.006	0.021	Unknown	days	MJD
CTIO	I	2730.6677	2.6835	16.482	0	0.007	0.021	Unknown	days	MJD
CTIO	B	2731.597	3.6128	18.035	0	0.010	0.022	Unknown	days	MJD
CTIO	V	2731.6055	3.6213	17.607	0	0.012	0.023	Unknown	days	MJD
CTIO	I	2731.6141	3.6299	16.821	0	0.023	0.030	Unknown	days	MJD
CTIO	B	2732.6402	4.656	18.622	0	0.014	0.024	Unknown	days	MJD
CTIO	V	2732.6486	4.6644	18.104	0	0.021	0.029	Unknown	days	MJD
CTIO	I	2732.6571	4.6729	17.339	0	0.031	0.037	Unknown	days	MJD
CTIO	B	2733.6037	5.6195	18.536	0	0.023	0.030	Unknown	days	MJD
CTIO	V	2733.6122	5.628	18.085	0	0.014	0.024	Unknown	days	MJD
CTIO	I	2733.6206	5.6364	17.312	0	0.026	0.033	Unknown	days	MJD
CTIO	V	2734.6218	6.6376	18.589	0	0.027	0.034	Unknown	days	MJD
CTIO	I	2734.6303	6.6461	17.903	0	0.033	0.039	Unknown	days	MJD
CTIO	B	2735.621	7.6368	19.572	0	0.023	0.030	Unknown	days	MJD
CTIO	V	2735.6293	7.6451	19.035	0	0.025	0.032	Unknown	days	MJD
CTIO	I	2735.6377	7.6535	18.207	0	0.040	0.045	Unknown	days	MJD
CTIO	V	2736.6462	8.662	19.203	0	0.028	0.034	Unknown	days	MJD
CTIO	I	2736.6547	8.6705	18.478	0	0.047	0.051	Unknown	days	MJD
CTIO	B	2737.5753	9.5911	19.781	0	0.032	0.038	Unknown	days	MJD
CTIO	I	2737.5837	9.5995	18.623	0	0.053	0.057	Unknown	days	MJD
CTIO	V	2737.5921	9.6079	19.21	0	0.035	0.040	Unknown	days	MJD
CTIO	B	2738.598	10.6138	20.013	0	0.044	0.048	Unknown	days	MJD
CTIO	I	2738.6064	10.6222	18.747	0	0.059	0.062	Unknown	days	MJD
CTIO	V	2738.6147	10.6305	19.334	0	0.035	0.040	Unknown	days	MJD
CTIO	B	2739.6287	11.6445	20.217	0	0.078	0.081	Unknown	days	MJD
CTIO	I	2739.6373	11.6531	18.964	0	0.082	0.084	Unknown	days	MJD
CTIO	V	2739.6467	11.6625	19.593	0	0.071	0.074	Unknown	days	MJD
CTIO	B	2740.6162	12.632	20.319	0	0.113	0.115	Unknown	days	MJD
CTIO	I	2740.6251	12.6409	19.23	0	0.118	0.120	Unknown	days	MJD
CTIO	V	2740.6339	12.6497	19.757	0	0.088	0.090	Unknown	days	MJD
