date	time	integration	freq	flux_density	flux_density_limit	dflux_density	date_unit	time_unit	integration_unit	freq_unit	flux_density_unit	dtime	reference	instrument	beam	position_angle	 	image_rms	luminosity	image_rms_unit	luminosity_unit	VLA_Project_Code	system_noise_temp	seeing	optical_depth
2003-Oct-30.72	215.24000	NaN	8.46	0.874	0	0.044	yyyy-month-deciday	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2005ApJ...619..994F/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2003-Dec-02.58	248.10000	NaN	1.43	1.276	0	0.04	yyyy-month-deciday	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2005ApJ...619..994F/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2003-Dec-02.58	248.10000	NaN	4.86	0.999	0	0.032	yyyy-month-deciday	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2005ApJ...619..994F/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2003-Dec-02.58	248.10000	NaN	8.46	0.637	0	0.033	yyyy-month-deciday	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2005ApJ...619..994F/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2003-Dec-07.58	253.10000	NaN	1.43	1.541	0	0.041	yyyy-month-deciday	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2005ApJ...619..994F/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2003-Dec-07.58	253.10000	NaN	4.86	0.949	0	0.032	yyyy-month-deciday	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2005ApJ...619..994F/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2003-Dec-07.58	253.10000	NaN	8.46	0.696	0	0.031	yyyy-month-deciday	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2005ApJ...619..994F/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2004-Jan-31.53	308.05000	NaN	1.43	1.24	0	0.054	yyyy-month-deciday	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2005ApJ...619..994F/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2004-Jan-31.53	308.05000	NaN	8.46	0.686	0	0.038	yyyy-month-deciday	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2005ApJ...619..994F/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2004-Feb-05.36	312.88000	NaN	1.43	1.8	0	0.053	yyyy-month-deciday	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2005ApJ...619..994F/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2004-Feb-05.36	312.88000	NaN	4.86	1.029	0	0.026	yyyy-month-deciday	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2005ApJ...619..994F/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2004-Feb-05.36	312.88000	NaN	8.46	0.675	0	0.024	yyyy-month-deciday	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2005ApJ...619..994F/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2004-Feb-26.27	333.79000	NaN	1.43	1.36	0	0.096	yyyy-month-deciday	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2005ApJ...619..994F/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2004-Feb-26.27	333.79000	NaN	4.86	0.865	0	0.033	yyyy-month-deciday	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2005ApJ...619..994F/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2004-Feb-26.27	333.79000	NaN	8.46	0.547	0	0.027	yyyy-month-deciday	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2005ApJ...619..994F/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2004-Mar-06.33	342.85000	NaN	1.43	1.075	0	0.124	yyyy-month-deciday	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2005ApJ...619..994F/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2004-Mar-06.33	342.85000	NaN	4.86	0.886	0	0.045	yyyy-month-deciday	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2005ApJ...619..994F/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2004-Mar-06.33	342.85000	NaN	8.46	0.447	0	0.033	yyyy-month-deciday	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2005ApJ...619..994F/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2004-Mar-29.41	365.93000	NaN	1.43	0.904	0	0.102	yyyy-month-deciday	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2005ApJ...619..994F/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2004-Mar-29.41	365.93000	NaN	4.86	0.767	0	0.034	yyyy-month-deciday	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2005ApJ...619..994F/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2004-Mar-29.41	365.93000	NaN	8.46	0.528	0	0.029	yyyy-month-deciday	days	NaN	GHz	milliJy	NaN	https://ui.adsabs.harvard.edu/abs/2005ApJ...619..994F/abstract	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2003-04-03.383-03.414	4.91400	1800.0	350.0	37.8	0	4.5	yyyy-mm-deciday-deciday	days	seconds	GHz	milliJy	0.0154976851851851	https://ui.adsabs.harvard.edu/abs/2005A%26A...439..981S/abstract	SCUBA	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.623
2003-04-04.369-04.401	5.90100	1800.0	350.0	27.6	0	2.9	yyyy-mm-deciday-deciday	days	seconds	GHz	milliJy	0.0160011574074074	https://ui.adsabs.harvard.edu/abs/2005A%26A...439..981S/abstract	SCUBA	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.467
2003-04-05.269-05.302	6.80100	1800.0	350.0	33.9	0	2.8	yyyy-mm-deciday-deciday	days	seconds	GHz	milliJy	0.0164988425925925	https://ui.adsabs.harvard.edu/abs/2005A%26A...439..981S/abstract	SCUBA	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.356
2003-04-09.222-09.266	10.76000	1836.0	350.0	10.9	0	5.1	yyyy-mm-deciday-deciday	days	seconds	GHz	milliJy	0.0220023148148147	https://ui.adsabs.harvard.edu/abs/2005A%26A...439..981S/abstract	SCUBA	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.433
2003-04-15.223-15.254	16.75400	1800.0	350.0	-0.2	0	1.9	yyyy-mm-deciday-deciday	days	seconds	GHz	milliJy	0.0154976851851852	https://ui.adsabs.harvard.edu/abs/2005A%26A...439..981S/abstract	SCUBA	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.3
2003-04-16.339-16.370	17.87000	1800.0	350.0	-1.9	0	2.7	yyyy-mm-deciday-deciday	days	seconds	GHz	milliJy	0.0155034722222222	https://ui.adsabs.harvard.edu/abs/2005A%26A...439..981S/abstract	SCUBA	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.192
